,anio,elec,partido,votos,censo
996,2014,SenadoNacional,VOTOSNULOS,1476664,7633180
997,2015,Alcalda,100CUBARRAL,1090,4942
998,2015,Alcalda,ACCINSOCIALCOALICINCAMBIORADICALPARTIDODELAU,2783,6252
999,2015,Alcalda,ACUERDOCOALICINPARCONSERVADORPARTIDOCAMBIORADICAL,1892,3755
1000,2015,Alcalda,ACUERDOPROGRAMTICOPARTIDOLIBERALPARTIDODELAU,1596,4363
1001,2015,Alcalda,AHORASTODOSPORELCAMBIO,665,6512
1002,2015,Alcalda,ALIANZABARBOSACVICA,5791,4148
1003,2015,Alcalda,ALIANZAPARAELPROGRESO,2923,2362
1004,2015,Alcalda,ALIANZAPARAELPROGRESOSOCIAL,1845,1926
1005,2015,Alcalda,ALIANZAPOLTICAPORTURBO,24572,9545
1006,2015,Alcalda,ALIANZAPORFLORENCIA,7292,8504
1007,2015,Alcalda,ALIANZAPORLARECONSTRUCCINDEGRANADA,1878,5550
1008,2015,Alcalda,ALIANZAPORMANIZALES,44255,5080
1009,2015,Alcalda,ALIANZAPORNATAGAIMACENTRODEMOCRTICO,966,13277
1010,2015,Alcalda,ALIANZASOCIALINDEPASIALIANZAVERDEMOVALTERNATIVOINDGENAYSOCIALMAIS,1603,5363
1011,2015,Alcalda,ALIANZASOCIALINDEPENDIENTEASIALIANZAVERDE,111,2729
1012,2015,Alcalda,ALIANZASOCIALINDEPENDIENTEASIOPCINCIUDADANA,16540,16905
1013,2015,Alcalda,ALIANZASOCIALINDEPENDIENTEASIPARTIDOALIANZAVERDE,2218,5923
1014,2015,Alcalda,ALIANZASOCIALINDEPENDIENTEASIPARTIDOCAMBIORADICAL,737,1895
1015,2015,Alcalda,ALIANZASOCIALINDEPENDIENTEPARTIDOLIBERALCOLOMBIANO,611,16042
1016,2015,Alcalda,ALIANZASOCIALPORBOSCONIA,187,7660
1017,2015,Alcalda,ALIANZASOCIALSUCREA,2058,2101
1018,2015,Alcalda,ALIANZAVERDEMAISAICO,2397,12689
1019,2015,Alcalda,ALIANZAVERDEOPCINCIUDADANA,282,7787
1020,2015,Alcalda,ALIANZAVERDEPARTIDODELAU,8836,9169
1021,2015,Alcalda,ALIANZAVERDEPARTIDOLIBERAL,1122,4912
1022,2015,Alcalda,ALPUJARRAVIVEPARATODOS,1441,2404
1023,2015,Alcalda,AMIGOSDECOGUA,4682,12474
1024,2015,Alcalda,AMORPORORTEGAPAROPCINCIUDADANAPARTIDODELAU,4554,12283
1025,2015,Alcalda,ANOLAIMA,2247,8631
1026,2015,Alcalda,APIASOMOSTODOS,2949,8632
1027,2015,Alcalda,ARBOLEDADETODOSYPARATODOS,1188,2943
1028,2015,Alcalda,ARBOLEDASRENACE,2489,4472
1029,2015,Alcalda,ASGANAMOSTODOS,1082,3690
1030,2015,Alcalda,ASICAMBIORADICAL,4187,6434
1031,2015,Alcalda,ASICONSERVADOR,4164,20177
1032,2015,Alcalda,ASIDARUNCAMBIORADICAL,724,7155
1033,2015,Alcalda,ASIOPCINCIUDADANA,1440,9559
1034,2015,Alcalda,ASIPARTIDODELAU,1272,4900
1035,2015,Alcalda,ASIPARTIDOLIBERALCOLOMBIANOCENTRODEMOCRATICOOPCIONCIUDADANA,4853,7716
1036,2015,Alcalda,AUTORIDADESINDGENASDECOLOMBIAAICOPOLODEMOCRTICOALTERNATIVO,2341,3425
1037,2015,Alcalda,AVANZARESPOSIBLE,74184,13709
1038,2015,Alcalda,BARRANCABERMEJASOCIAL,21909,5765
1039,2015,Alcalda,BELLOCIUDADDEPROGRESO,54543,14141
1040,2015,Alcalda,BOGOTADELANTE,778764,39621
1041,2015,Alcalda,BOJACUNIDOSCONSTRUYENDOFUTURO,563,5701
1042,2015,Alcalda,BSICOGESTINYSERVICIO,1834,3753
1043,2015,Alcalda,BUENOSDAZCAJIC,8299,4503
1044,2015,Alcalda,CAJICCONTODASEGURIDAD,5644,4503
1045,2015,Alcalda,CAMBIOCONSEGURIDAD,15691,15038
1046,2015,Alcalda,CAMBIORADICALALIANZASOCIALINDEPENDIENTE,1147,18872
1047,2015,Alcalda,CAMBIORADICALALIANZASOCIALINDEPENDIENTEASI,1570,2550
1048,2015,Alcalda,CAMBIORADICALALIANZAVERDE,593,3038
1049,2015,Alcalda,CAMBIORADICALCENTRODEMOCRTICO,15985,10732
1050,2015,Alcalda,CAMBIORADICALCENTRODEMOCRTICOLIBERAL,17306,5787
1051,2015,Alcalda,CAMBIORADICALLAUCONSERVADOROPCINCIUDADANA,2307,12689
1052,2015,Alcalda,CAMBIORADICALMOVIMIENTOALIANZAINDGENAYSOCIAL,554,1903
1053,2015,Alcalda,CAMBIORADICALOPCINCIUDADANA,12133,31117
1054,2015,Alcalda,CAMBIORADICALPARDELAUPARLIBERALCOLOMBIANO,1889,5009
1055,2015,Alcalda,CAMBIORADICALPARTIDOALIANZAVERDEPARTIDOLIBERAL,4595,9348
1056,2015,Alcalda,CAMBIORADICALPARTIDOCONSERVADORALIANZAVERDE,18134,4706
1057,2015,Alcalda,CAMBIORADICALPARTIDODELAU,45544,19054
1058,2015,Alcalda,CAMBIORADICALPARTIDOLIBERALCOLOMBIANO,14859,16178
1059,2015,Alcalda,CAMBIORADICALYPARTIDODELAU,7290,15632
1060,2015,Alcalda,CAPACIDADYEXPERIENCIAPARAGOBERNARCONTRANSPARIENCIA,884,4764
1061,2015,Alcalda,CAPACIDADYVISINPARASERVIRAMIGENTE,4193,7517
1062,2015,Alcalda,CARAMANTACONSENTIDODEPERTENENCIA,1957,4004
1063,2015,Alcalda,CARTAGENACONFIRMA,48543,14371
1064,2015,Alcalda,CARUPAPRSPERAPRODUCTIVAYEQUITATIVA,1399,5312
1065,2015,Alcalda,CENTRODEMOCRATICOYOPCIONCIUDADANA,2239,8022
1066,2015,Alcalda,CENTRODEMOCRTICOAICOASI,2061,4738
1067,2015,Alcalda,CENTRODEMOCRTICOCAMBIORADICAL,4772,9720
1068,2015,Alcalda,CENTRODEMOCRTICOCONSERVADOR,2127,7695
1069,2015,Alcalda,CENTRODEMOCRTICOOPCINCIUDADANA,1324,6206
1070,2015,Alcalda,CENTRODEMOCRTICOPARTIDOCAMBIORADICAL,1330,2465
1071,2015,Alcalda,CENTRODEMOCRTICOPARTIDOCONSERVADOR,850,4912
1072,2015,Alcalda,CERTEGUIUNACAUSACOMN,1284,3979
1073,2015,Alcalda,CIUDADBOLVARENBUENASMANOS,3117,4984
1074,2015,Alcalda,COALICINCAMBIORADICALLIBERALOPCINCIUDADANACONSERVADORALIANZAVERDE,2161,8892
1075,2015,Alcalda,COALICINENTREELPARTCONSERVARDORPARTLIBERALPARTALIANZAVERDE,38961,14018
1076,2015,Alcalda,COALICINENTREPARTIDOASIPARTIDOMAIS,1029,7787
1077,2015,Alcalda,COALICINENTREPARTIDOLIBERALCOLASIALIANZAVERDE,2465,13138
1078,2015,Alcalda,COALICINENTREPARTIDOLIBERALPARTIDOCAMBIORADICALPARTIDODELAU,20480,3990
1079,2015,Alcalda,COALICINGESTINYBUENGOBIERNOUNIDOSSOMOSMS,1361,4731
1080,2015,Alcalda,COALICINIDEASNUEVAS,3254,6677
1081,2015,Alcalda,COALICINLAUCAMBIORADICALMAIS,4815,13138
1082,2015,Alcalda,COALICINMOVIMIENTOSIGNIFICATIVODECIUDADANOSTODOSPORVILLADELEYVAALIANZAVERDE,1740,9725
1083,2015,Alcalda,COALICINPARCAMBIORADICALYPARTALIANZASOCIALINDEPENDIENTEASI,5426,8346
1084,2015,Alcalda,COALICINPARTCAMBIORADICALPARTIDOCENTRODEMOCRTIDO,757,5123
1085,2015,Alcalda,COALICINPARTCONSERVADORPARTLIBERALPARTOPCINCIUDADANA,1691,5020
1086,2015,Alcalda,COALICINPARTIDOCAMBIORADICALALIANZASOCIALINDEPENDIENTEASI,3845,12681
1087,2015,Alcalda,COALICINPARTIDOCAMBIORADICALOPCINCIUDADANA,2524,15215
1088,2015,Alcalda,COALICINPARTIDOCAMBIORADICALPARTIDODELAU,4549,31571
1089,2015,Alcalda,COALICINPARTIDOCONSERVADORCOLOMBIANOPARTIDOCAMBIORADICAL,11535,9233
1090,2015,Alcalda,COALICINPARTIDOCONSERVADORCOLOMBIANOPARTIDOLIBERALCOLOMBIANO,44263,5469
1091,2015,Alcalda,COALICINPARTIDOCONSERVADORCOLOMBIANOPARTIDOOPCINCIUDADANA,2523,3748
1092,2015,Alcalda,COALICINPARTIDODELAUAICO,673,7774
1093,2015,Alcalda,COALICINPARTIDODELAUALIANZAVERDEOPCINCIUDADANA,2370,7456
1094,2015,Alcalda,COALICINPARTIDODELAUPARTIDOCAMBIORADICAL,1712,3127
1095,2015,Alcalda,COALICINPARTIDOLIBERALCOLOMBIANOPARTIDODELAU,9328,5119
1096,2015,Alcalda,COALICINPARTIDOLIBERALPARTIDODELAU,64771,13771
1097,2015,Alcalda,COALICINPARTIDOLIBERALPARTIDODELAUMAIS,1913,6876
1098,2015,Alcalda,COALICINPOLODEMOCRTICOALTERNATIVOMOVALTERNATIVOINDGENAYSOCIALMAIS,4610,7176
1099,2015,Alcalda,COALICINPOLTICAYPROGRAMTICAALIANZAVERDEMAIS,7145,8950
1100,2015,Alcalda,COALICINPORAMORAAPARTAD,17304,7578
1101,2015,Alcalda,COALICINPORELPROGRESOYDESARROLLODETPAGA,738,2282
1102,2015,Alcalda,COALICINPROGRAMTICAPARTIDODELAUPARTIDOCAMBIORADICAL,1345,2371
1103,2015,Alcalda,COALICINPROGRAMTICAYPOLENTREELPARTIDODELAUPARTIDOCAMBIORADICAL,2851,3979
1104,2015,Alcalda,COALICINPROGRAMTICAYPOLENTREPARLIBERALCOLOMBIANOPARCAMBIORADICAL,2391,8639
1105,2015,Alcalda,COALICINPROGRAMTICAYPOLENTREPARLIBERALCOLPAROPCINCIUDADANA,2184,14631
1106,2015,Alcalda,COALICINPROGRAMTICAYPOLITICADELPARTIDODELAUPARTIDOCAMBIORADICAL,1107,5479
1107,2015,Alcalda,COALICINPROGRAMTICAYPOLITICAENTREPARTIDOLIBERALCOLOMBIANOPARTIDODELAU,2724,7176
1108,2015,Alcalda,COALICINPROGRAMTICAYPOLTICAALIZANZAVERDEPARTIDOLIBERALCOL,7857,5982
1109,2015,Alcalda,COALICINPROGRAMTICAYPOLTICACAMBIORADICALLAU,2487,9178
1110,2015,Alcalda,COALICINPROGRAMTICAYPOLTICACAMBIORADICALPARTIDODELAU,6126,13521
1111,2015,Alcalda,COALICINPROGRAMTICAYPOLTICAENTREELPARLIBERALCOLOMBIANOPARALIANZAVERDE,3771,3414
1112,2015,Alcalda,COALICINPROGRAMTICAYPOLTICAENTREELPARLIBERALPARDELAU,5536,9233
1113,2015,Alcalda,COALICINPROGRAMTICAYPOLTICAENTREELPARTIDOCAMBIORADICALPARTIDODELAU,1096,2484
1114,2015,Alcalda,COALICINPROGRAMTICAYPOLTICAENTREELPARTIDODELAUCAMBIORADICAL,6469,13189
1115,2015,Alcalda,COALICINPROGRAMTICAYPOLTICAENTREELPARTIDODELAUPARTIDOCAMBIORADICAL,3011,5790
1116,2015,Alcalda,COALICINPROGRAMTICAYPOLTICAENTREELPARTIDOLIBERALCOLOMBIANOALIANZAVERDE,81,14421
1117,2015,Alcalda,COALICINPROGRAMTICAYPOLTICAENTREELPARTIDOLIBERALYELPARTIDODELAU,1165,769
1118,2015,Alcalda,COALICINPROGRAMTICAYPOLTICAENTREELPARTIDOVERDEPARTIDOCAMBIORADICAL,2233,2018
1119,2015,Alcalda,COALICINPROGRAMTICAYPOLTICAENTRELIBERALCONSERVADOR,1625,7322
1120,2015,Alcalda,COALICINPROGRAMTICAYPOLTICAENTREPARTIDOCRPARTIDODELAU,1886,4959
1121,2015,Alcalda,COALICINPROGRAMTICAYPOLTICAENTREPARTIDODELAUAICO,4227,14631
1122,2015,Alcalda,COALICINPROGRAMTICAYPOLTICAENTREPARTIDODELAUALIANZAVERDE,2055,7774
1123,2015,Alcalda,COALICINPROGRAMTICAYPOLTICAENTREPARTIDODELAUCAMBIORADICAL,1592,1502
1124,2015,Alcalda,COALICINPROGRAMTICAYPOLTICAENTREPARTIDODELAUPARTIDOALIANZAVERDE,626,1152
1125,2015,Alcalda,COALICINPROGRAMTICAYPOLTICAENTREPARTIDODELAUPARTIDOCONSERVADOR,3557,18872
1126,2015,Alcalda,COALICINPROGRAMTICAYPOLTICAENTREPARTIDODELAUPARTIDOLIBERAL,809,404
1127,2015,Alcalda,COALICINPROGRAMTICAYPOLTICAPARTIDOALIANZAVERDELIBERAL,395,2715
1128,2015,Alcalda,COALICINPROGRAMTICAYPOLTICAPARTIDODELAUPARTIDOCONSERVADORCOLOMBIANO,3795,7625
1129,2015,Alcalda,COALICINPROGRMATICAENTREPARTIDOLIBERALPARTIDODELAU,1538,5738
1130,2015,Alcalda,COALICINPROGRYPOLDELPARALIANZAVERDEPARALIANZASOCIALINDEPENDIENTE,1417,14631
1131,2015,Alcalda,COALICINPROGRYPOLPARTIDOALIANZAVERDEPARTIDOLIBERAL,1656,16522
1132,2015,Alcalda,COALICINPROGRYPOLPARTIDOCAMBIORADICALPARTIDODELAU,4580,12387
1133,2015,Alcalda,COALICINPROGRYPOLPARTIDOLIBERALPARTIDODELAU,2497,8566
1134,2015,Alcalda,COALICINPROGRYPOLTICAPARTLIBERALPARTCAMBIORADICALPARTOPCINCIUDADANA,1745,7625
1135,2015,Alcalda,COALICIONCENTRODEMOCRATICOYPARTIDOCONSERVADORCOLOMBIANO,2753,13138
1136,2015,Alcalda,COALICIONPROGRAMATICAYPOLITICAPARTIDODELAUPARTIDOLIBERAL,7162,12965
1137,2015,Alcalda,COALICIONPROGRYPOLITPARTIDOLIBERALPARTIDOCAMBIORADICAL,3830,6788
1138,2015,Alcalda,COALIPROGRAMTICAYPOLTENTREELPARLIBERALCOLALIANZASOCIALINDEPENDIENTE,7198,7932
1139,2015,Alcalda,COALIPROGRAMYPOLTENTREELPARTALIANZAVERDEMAISPOLODEMOCRTICOALTERNATIVO,834,2396
1140,2015,Alcalda,COALPARTCONSERVADORCOLOMBIANOMOVALTERNATIVOINDGENASOCIALMAIS,470,4949
1141,2015,Alcalda,COALPARTLIBERALCOLMOVPOLTICOMAISCAMBIORADICALPARTDELAU,2248,2429
1142,2015,Alcalda,COALPROGRAMATICAYPOLITICAPARTIDOLIBERALCOLOMBIANOYCAMBIORADICAL,1256,2959
1143,2015,Alcalda,COALPROGRAMTICAENTRELOSPARTDELAUCAMBIORADICALLIBERALOPCINCIUDADANA,12801,10013
1144,2015,Alcalda,COALPROGRAMTICAYPOLENTRELOSPARTIDOSLIBERALCOLOMBIANOPARTIDODELAU,1723,5643
1145,2015,Alcalda,COALPROGRAMTICAYPOLITENTREELPARLIBERALPARDELAUALIANZAVERDE,2610,6930
1146,2015,Alcalda,COALPROGRAMTICAYPOLTICAALIANZASOCIALINDEPENDIENTEPARTIDODELAU,23610,8106
1147,2015,Alcalda,COALPROGRAMTICAYPOLTICAENTREAICOPARTIDOLIBERALCOLOMBIANO,7207,16678
1148,2015,Alcalda,COALPROGRAMTICAYPOLTICAENTREELPARDELAUPARCAMBIORADICAL,1990,5509
1149,2015,Alcalda,COALPROGRAMTICAYPOLTICAENTREELPARDELAUPAROPCINCIUDADANA,1607,1917
1150,2015,Alcalda,COALPROGRAMTICAYPOLTICAENTREPARALIANZAVERDECONSERVADORPARDELAU,9391,16094
1151,2015,Alcalda,COALPROGRAMTICAYPOLTICAPARTIDOSDELAUCONSEVADORCOLALIANZAVERDE,1298,5457
1152,2015,Alcalda,COALPROGRPARTIDODELAUPARTIDOLIBERALCOLOMBIANO,16736,4706
1153,2015,Alcalda,COALPROGRYPOLITENTREELPARDELAUPARTLIBERALPARTALIANZAVERDE,2353,4468
1154,2015,Alcalda,COALPROGRYPOLITENTREELPARTDELAUPARTIDOCONSERVADORPARTIDOLIBERAL,3528,7297
1155,2015,Alcalda,COALPROGRYPOLITENTREELPARTIDODELAUCONSERVADOR,3778,14631
1156,2015,Alcalda,COALPROGRYPOLITPARTDELAUCAMBIORADICALOPCINCIUDADANAASIALIANZAVERDE,26294,11407
1157,2015,Alcalda,COALPROGRYPOLITPARTIDODELAUPARTIDOLIBERALALIANZAVERDE,2614,7362
1158,2015,Alcalda,COALPROGRYPOLPARTIDODELAUCAMBIORADICALOPCIONCIUDADANA,1845,4475
1159,2015,Alcalda,COALPROGRYPOLTENTREELPARTIDOCAMBIORADICALPARTIDODELAU,1558,3460
1160,2015,Alcalda,COALPROGRYPOLTICAENTREELPARTIDOALIANZAVERDEAICO,1499,5589
1161,2015,Alcalda,COALPROGYPOLITENTREELPARTIDODELAUPARTIDOCAMBIORADICAL,1177,3106
1162,2015,Alcalda,COALPROYPOLENTREELPARTLIBERALCOLCAMBIORADICALOPCINCIUDADANA,4194,5363
1163,2015,Alcalda,COMPROMISOCONRESPONSABILIDAD,2140,4271
1164,2015,Alcalda,COMPROMISOCONRIONEGRO,17118,8479
1165,2015,Alcalda,COMPROMISOPORCAROLINA,411,3994
1166,2015,Alcalda,COMPROMISOTOTAL,2774,12840
1167,2015,Alcalda,CONDECISINYCOMPROMISOPORCHA,12061,14621
1168,2015,Alcalda,CONELCAMBIOUBALACRECE,2956,5365
1169,2015,Alcalda,CONGIRNTRABAJANDO,11420,6326
1170,2015,Alcalda,CONLAGENTE,4107,13467
1171,2015,Alcalda,CONPEQUEOSESFUERZOSLOGRAREMOSGRANDESCAMBIOS,3,956
1172,2015,Alcalda,CONSERVADORCAMBIORADICAL,4345,9169
1173,2015,Alcalda,CONSERVADORLIBERAL,2794,5526
1174,2015,Alcalda,CONSTRUYENDOFUTURO,1775,6147
1175,2015,Alcalda,CONVERGENCIA,4471,8730
1176,2015,Alcalda,CONVOLUNTADYRESULTADOSDEVERDAD,1694,6733
1177,2015,Alcalda,COVERGENCIASOCIALPRODUCTIVAYPOLTICAPORINZA,3075,5890
1178,2015,Alcalda,CREEMOS,246221,11106
1179,2015,Alcalda,CREEMOSCONARMITAGE,265230,6562
1180,2015,Alcalda,CUALICINOPCINCIUDADANALIBERALCOLOMBIANO,626,5505
1181,2015,Alcalda,DELAMANOCONTQUERRES,7200,5321
1182,2015,Alcalda,DELPUEBLOPARAELPUEBLO,595,1656
1183,2015,Alcalda,EDUCACINPARATODOS,20785,5765
1184,2015,Alcalda,ELALCALDEPARALAGENTE,3831,7658
1185,2015,Alcalda,ELCAMBIOESAHORA,1146,4253
1186,2015,Alcalda,ELCAMBIOESAHORAPARTIDOLIBERALCAMBIORADICAL,2734,10233
1187,2015,Alcalda,ELCAMBIOPARAPOPAYN,70284,7346
1188,2015,Alcalda,ELCAMBIOQUETODOSMERECEMOS,3048,7774
1189,2015,Alcalda,ELGOBIERNODELPUEBLO,1095,4754
1190,2015,Alcalda,ELROSALPRODUCTIVOYPARTICIPATIVO,457,13287
1191,2015,Alcalda,ENBOJACYOCREO,1750,5701
1192,2015,Alcalda,ENEQUIPOPORSUBACHOQUE,3002,9812
1193,2015,Alcalda,ENLAVACORRECTA,2952,7947
1194,2015,Alcalda,ENTICARENACELAESPERANZA,195,4647
1195,2015,Alcalda,ENVILLAVOVAMOSBIENPARTIDODELAU,62335,7788
1196,2015,Alcalda,EQUIPODERENOVACINWILSONGARCAALCALDE,18244,9978
1197,2015,Alcalda,FIRMEBARRANQUILLASISEPUEDE,86790,9213
1198,2015,Alcalda,FIRMEPORIBAGU,51619,9213
1199,2015,Alcalda,FUERZACIUDADANALAFUERZADELCAMBIO,92175,5342
1200,2015,Alcalda,FUERZAINNOVADORAALTERNATIVAFIA,2499,8816
1201,2015,Alcalda,GLASMIRALAFUERZADEUNPUEBLO,534,3738
1202,2015,Alcalda,GRANALIANZAPORCURIT,2101,4872
1203,2015,Alcalda,GRANALIANZAPORELPROGRESODELOSSANTOS,1735,4253
1204,2015,Alcalda,GRANALIANZAPORMEDELLN,111796,11106
1205,2015,Alcalda,GRANALIANZAPORPITALITO,17852,8656
1206,2015,Alcalda,GRANCOALICINDEMOCRTICA,1113,6354
1207,2015,Alcalda,GUAITARILLASOMOSTODOS,2999,7260
1208,2015,Alcalda,GUATAPSOCIAL,1658,6354
1209,2015,Alcalda,HAGOLOQUEDIGOJORGEBULLAUNALCALDECOMONOSOTROS,225,14373
1210,2015,Alcalda,HERRANENSESAUTNOMOSCAPACESYLIBRES,1288,2991
1211,2015,Alcalda,HONDAMIFAMILIA,3577,7647
1212,2015,Alcalda,IDENTIFCATECONELCAMBIO,901,5526
1213,2015,Alcalda,INZASOMOSTODOS,2725,5890
1214,2015,Alcalda,JUNTOSAVANZAMOS,22407,7691
1215,2015,Alcalda,JUNTOSCONSTRUIMOSMS,1601,1685
1216,2015,Alcalda,JUNTOSPARASEGUIRPROGRESANDO,1397,4564
1217,2015,Alcalda,JUNTOSPODEMOS,48919,8378
1218,2015,Alcalda,JUNTOSPODEMOSMS,640,1263
1219,2015,Alcalda,JUNTOSPORELCAMBIO,1890,2371
1220,2015,Alcalda,JUNTOSPORNUESTRACIUDAD,17474,3500
1221,2015,Alcalda,JUNTOSPORSANJUANDEARAMA,252,4572
1222,2015,Alcalda,JUNTOSPORTIERRALTA,12841,5694
1223,2015,Alcalda,JUNTOSSPODEMOS,22076,7043
1224,2015,Alcalda,LACRUZSOMOSTODOS,1454,8750
1225,2015,Alcalda,LAGENTEPRIMERO,1366,3892
1226,2015,Alcalda,LALEBRIJAQUESOAMOSENLASMEJORESMANOS,5702,7759
1227,2015,Alcalda,LAPAZNUESTROPROPSITO,1188,2211
1228,2015,Alcalda,LASI,3528,8750
1229,2015,Alcalda,LIBERALASI,2155,1502
1230,2015,Alcalda,LIBERALCONSERVADOR,5693,15578
1231,2015,Alcalda,LIBERALCONSERVADOROPCINCIUDADANA,2065,4484
1232,2015,Alcalda,LIBRES,90288,39621
1233,2015,Alcalda,LOQUEVIENEESMEJOR,3497,18960
1234,2015,Alcalda,LOSANDESADELANTE,2638,5520
1235,2015,Alcalda,LRIDACENTRODEDESARROLLOREGIONALFIRMESPORLRIDA,3122,12840
1236,2015,Alcalda,MAISUNINPATRITICAPOLO,591,12283
1237,2015,Alcalda,MARCANDOLADIFERENCIA,1199,2958
1238,2015,Alcalda,MARINILLASOMOSTODOS,15195,4261
1239,2015,Alcalda,MARKANDOLADIFERENCIAPORPROVIDENCIAYSANTACATALINA,1425,4297
1240,2015,Alcalda,MEJORESTIEMPOSPARAHOBO,1768,5394
1241,2015,Alcalda,MESAPLURIPARTIDISTA,3264,8730
1242,2015,Alcalda,MONTENEGROENBUENASMANOSPARTIDOCAMBIORADICALPARTDELAU,11655,4497
1243,2015,Alcalda,MONTERAADELANTE,83580,10685
1244,2015,Alcalda,MORELIAPRSPERAYTURSTICA,860,3404
1245,2015,Alcalda,MOVALTERNATIVOINDGENAMAISPARTIDOCONSERVADORCOLOMBIANO,339,5909
1246,2015,Alcalda,MOVALTERNATIVOINDGENAYSOCIALMAISPARTIDODELAU,774,8962
1247,2015,Alcalda,MOVAUTORIDADESINDGENASDECOLOMBIAAICOPARTIDOLIBERAL,915,12872
1248,2015,Alcalda,MOVIMIENTOALTERNATIVOINDGENAYSOCIALMAIS,483098,1423819
1249,2015,Alcalda,MOVIMIENTOAUTORIDADESINDGENASDECOLOMBIA,232277,1254647
1250,2015,Alcalda,MOVIMIENTOCIUDADANOPORPASTO,124097,8233
1251,2015,Alcalda,MOVIMIENTOCIVICOPORUNMEJORAPARTADO,64,7578
1252,2015,Alcalda,MOVIMIENTOCONSERVADORDERENOVACINCIENEGANACENTRODEMOCRTICO,788,3855
1253,2015,Alcalda,MOVIMIENTOCVICOBELUMBRENSE,7315,17657
1254,2015,Alcalda,MOVIMIENTOCVICOLGICATICAYESTTICA,77275,11184
1255,2015,Alcalda,MOVIMIENTODECONVERGENCIAUNIDOSPORTOTORO,2104,4796
1256,2015,Alcalda,MOVIMIENTODEINTEGRACINSOCIAL,2294,2883
1257,2015,Alcalda,MOVIMIENTODEUNIDADRICAURTEALIDERAZGOCONJUSTICIASOCIAL,2723,9234
1258,2015,Alcalda,MOVIMIENTOLIBERTARIO,20233,39621
1259,2015,Alcalda,MOVIMIENTOPOPULARTUTENSEOPCINCIUDADANA,155,6677
1260,2015,Alcalda,MOVIMIENTOPORELPROGRESODELADORADA,10147,13916
1261,2015,Alcalda,MOVIMIENTOSIGNIFICATIVODECIUDADANOSNUEVAGRANADAPARTIDOALIANZAVERDE,6507,8962
1262,2015,Alcalda,MOVIMIENTOSIGNIFICATIVODECIUDADANOSPROGRESISTAS,633,24337
1263,2015,Alcalda,MOVIMIENTOSOCIALLABENDICIN,24829,9326
1264,2015,Alcalda,MOVIMIENTOSOCIALMANOSUNIDAS,645,5723
1265,2015,Alcalda,MSPORACACAS,5486,4880
1266,2015,Alcalda,MSPORPROVIDENCIAYSANTACATALINA,1464,4297
1267,2015,Alcalda,MUJERCONSENTIDOSOCIAL,627,1407
1268,2015,Alcalda,NETEALPROGRESO,4792,18357
1269,2015,Alcalda,NUESTROCOMPROMISOESTME,4155,9421
1270,2015,Alcalda,NUEVASIDEASPARAUNMEJORFUTURO,457,1468
1271,2015,Alcalda,OCAMONTESOMOSTODOS,2324,3738
1272,2015,Alcalda,OPCINCIUDADANAAICO,538,16310
1273,2015,Alcalda,OPCINCIUDADANAALIANZASOCIALINDEPENDIENTEASI,900,9725
1274,2015,Alcalda,OPCINCIUDADANAASI,2032,13277
1275,2015,Alcalda,OPCINCIUDADANACAMBIORADICAL,563,2146
1276,2015,Alcalda,OPCINCIUDADANACAMBIORADICALPARTIDODELAUASI,2304,6396
1277,2015,Alcalda,OPCINCIUDADANACENTRODEMOCRTICO,206,3828
1278,2015,Alcalda,OPCINCIUDADANAPARTIDODELAUPARTIDOASI,1809,2618
1279,2015,Alcalda,OPCINCIUDADANAPARTIDOLIBERALCOLOMBIANO,842,2735
1280,2015,Alcalda,OTRASANTAMARTAESPOSIBLE,13850,5342
1281,2015,Alcalda,PACEOSUNIDOSDECORAZN,1845,2211
1282,2015,Alcalda,PACTOSOCIALDELAUNIDADPORSANTIAGOELCAMBIOESAHORA,1190,4969
1283,2015,Alcalda,PACTOUMAISPORELDESARROLLODELALTOBAUDO,3445,2018
1284,2015,Alcalda,PARAGOBERNARCONTRANSPARENCIAEINCLUSINSOCIAL,2476,4764
1285,2015,Alcalda,PARALIANZASOCIALINDEPENDIENTEASIPARCAMBIORADICAL,3006,7050
1286,2015,Alcalda,PARALIANZASOCIALINDEPENDIENTEASIPARUNINPATRITICAUP,6044,16094
1287,2015,Alcalda,PARALIANZASOCIALINDEPENDIENTEPARCONSERVADORCOLOMBIANO,2947,6630
1288,2015,Alcalda,PARAVOLVERACREER,7958,26221
1289,2015,Alcalda,PARCAMBIORADICALCOALICINCONPARCENTRODEMOCRTICOPARDELAU,1197,9108
1290,2015,Alcalda,PARCAMBIORADICALPAROPCINCIUDADANAMOVALTERNATIVOINDGYSOCIAL,5281,6203
1291,2015,Alcalda,PARDELAUCAMBIORADICALPARLIBERALCOLOMBIANOPARALIANZAVERDE,1737,8751
1292,2015,Alcalda,PARTCAMBIORADICALPARTLIBERALCOLOMBIANOPARTDELAU,4102,9291
1293,2015,Alcalda,PARTCENTRODEMOCRTICOPARTCONSERVADORPARTOPCINCIUDADANA,3132,8073
1294,2015,Alcalda,PARTCONSERVADORMOVALTERINDIGSOCIALMAISPARTCAMBIORADICAL,5747,9584
1295,2015,Alcalda,PARTCONSERVADORPARTCAMBIORADICALPARTOPCINCIUDADANA,1485,2844
1296,2015,Alcalda,PARTDELAUMOVALTERNATIVOINDGENAYSOCIALMAIS,1393,4904
1297,2015,Alcalda,PARTIDOALIANZASOCIALINDEPENDIENTE,458641,1952796
