,anio,elec,partido,votos,censo
2005,2019,Alcalda,COALICINALSERVICIODELAGENTE,1017,2696
2006,2019,Alcalda,COALICINALTERNATIVA,22056,11166
2007,2019,Alcalda,COALICINALTERNATIVADEPUERTORICOCAQUET,1354,15388
2008,2019,Alcalda,COALICINALTERNATIVAPORMOSQUERA,5297,7354
2009,2019,Alcalda,COALICINALVARADO,2443,5268
2010,2019,Alcalda,COALICINAMAG,3480,4846
2011,2019,Alcalda,COALICINAMORPORANDES,3216,3086
2012,2019,Alcalda,COALICINAMORPORGUAITARILLA,2611,7640
2013,2019,Alcalda,COALICINAMORPOROPORAPA,3186,6166
2014,2019,Alcalda,COALICINAMORPORSABANAAMORPORSUGENTE,3850,7484
2015,2019,Alcalda,COALICINANDALUCAGRANDEZAYVIDA,1620,16064
2016,2019,Alcalda,COALICINANDESALIANZAPORELDESARROLLOHUMANO,7105,3086
2017,2019,Alcalda,COALICINANOLAIMAHAGMOSLOYA,2346,8968
2018,2019,Alcalda,COALICINANORPARATODOS,298,9397
2019,2019,Alcalda,COALICINANSERMAESDETODOS,6152,3967
2020,2019,Alcalda,COALICINAPASIONADOSPORENVIGADO,11636,14105
2021,2019,Alcalda,COALICINAPOSTEMOSTODOSACRECERPORDAGUA,8584,11687
2022,2019,Alcalda,COALICINAQUSUMAMOSTODOS,45374,14105
2023,2019,Alcalda,COALICINARATOCAELIGECONDIGNIDAD,90,6699
2024,2019,Alcalda,COALICINARBOLETESASUNTODETODOS,7249,12543
2025,2019,Alcalda,COALICINARCABUCOSOCIALYPRODUCTIVO,1136,4912
2026,2019,Alcalda,COALICINARCABUCOVERDEYRENACIENTE,408,4912
2027,2019,Alcalda,COALICINARENALADELANTE,3030,4533
2028,2019,Alcalda,COALICINARMENIAMANTEQUILLASIEMPRECONTIGO,487,4064
2029,2019,Alcalda,COALICINASISEHACEALIANZAVERDEPORHATOCOROZAL,1531,4982
2030,2019,Alcalda,COALICINATRABAJARPORLEJANAS,1535,6367
2031,2019,Alcalda,COALICINAUTORIDADORDENYSEGURIDADPORSANGIL,2462,1601
2032,2019,Alcalda,COALICINAVANCEMOS,426625,34975
2033,2019,Alcalda,COALICINAVANCEMOSHACIALAUNIDADYLARESTAURACINDEYUMBO,27283,4955
2034,2019,Alcalda,COALICINAVANCEMOSJUNTOS,40232,22445
2035,2019,Alcalda,COALICINAVANCEMOSJUNTOSPORNILO,2001,4652
2036,2019,Alcalda,COALICINAVANCEMOSJUNTOSPORTOCA,2803,7361
2037,2019,Alcalda,COALICINAVANCEMOSPORSANTAROSADEVITERBO,1214,7626
2038,2019,Alcalda,COALICINAVANZAPEOL,676,16516
2039,2019,Alcalda,COALICINAVIANLOHACEMOSTODOS,1217,4377
2040,2019,Alcalda,COALICINBARBOSASOCIALPARAVOLVERACREER,8716,7549
2041,2019,Alcalda,COALICINBARBOSAUNANUEVAHISTORIA,4802,5615
2042,2019,Alcalda,COALICINBARICHARANUESTROSENTIR,2465,6530
2043,2019,Alcalda,COALICINBARRANCASENPOSITIVO,1003,16047
2044,2019,Alcalda,COALICINBETANIASIGUEAVANZANDO,1721,7971
2045,2019,Alcalda,COALICINBIENPORPUEBLORRICO,2267,7214
2046,2019,Alcalda,COALICINBIENPORSANJERNIMO,898,10752
2047,2019,Alcalda,COALICINBOCHALEMAAVANZA,1956,4691
2048,2019,Alcalda,COALICINBUCARAMANGAEMPRENDEDORA,37174,8263
2049,2019,Alcalda,COALICINBUENAVENTURADIGNA,28373,8405
2050,2019,Alcalda,COALICINBUENAVISTANOSUNE,1328,3881
2051,2019,Alcalda,COALICINBUGADELAGENTE,26478,3766
2052,2019,Alcalda,COALICINBUGAHUMANA,1560,3766
2053,2019,Alcalda,COALICINCABUYAROSOMOSTODOS,1759,4006
2054,2019,Alcalda,COALICINCAICEDOPARATODOS,1114,6232
2055,2019,Alcalda,COALICINCAICEDOUNCAMPODEOPORTUNIDADES,2269,6232
2056,2019,Alcalda,COALICINCAJICESELMOMENTO,9299,5379
2057,2019,Alcalda,COALICINCAJICTRANSPARENTE,9389,5379
2058,2019,Alcalda,COALICINCALARCCUENTACONTIGO,8554,7313
2059,2019,Alcalda,COALICINCALARCPARATODOS,9162,7313
2060,2019,Alcalda,COALICINCAMBIARESNECESARIO,112,5687
2061,2019,Alcalda,COALICINCAMBIOCONTRANSPARENCIA,42,3542
2062,2019,Alcalda,COALICINCAMPAMENTOPRSPEROSOSTENIBLEEINCLUYENTE,2315,6037
2063,2019,Alcalda,COALICINCAPARRAPTAREADETODOS,211,6031
2064,2019,Alcalda,COALICINCARACOLJUNTOSHACEMOSELCAMBIO,415,4366
2065,2019,Alcalda,COALICINCARLOSOCTAVIOSARMIENTOGRANADOSALCALDATAMEARAUCA,5762,8605
2066,2019,Alcalda,COALICINCARLOSROMNALCALDE,53081,5704
2067,2019,Alcalda,COALICINCARREOESTAREADETODOS,4303,16304
2068,2019,Alcalda,COALICINCCUTAPARATODOS,90694,16908
2069,2019,Alcalda,COALICINCEPITSIEMPREADELANTE,655,1056
2070,2019,Alcalda,COALICINCHAGUANUNGOBIERNOCONVISINALCAMPO,1050,3764
2071,2019,Alcalda,COALICINCHINCHINAVANZA,11154,10114
2072,2019,Alcalda,COALICINCHINCOTAMEJORAMIENTOCONTINUO,351,12668
2073,2019,Alcalda,COALICINCHITAGPARATODOS,2142,6563
2074,2019,Alcalda,COALICINCIUDADANAPORCARTAGO,1520,5180
2075,2019,Alcalda,COALICINCIUDADANOSPORELCAMBIO,1381,16908
2076,2019,Alcalda,COALICINCLAUDIAALCALDESA,1109362,34975
2077,2019,Alcalda,COALICINCOLOMBIAHUMANA,439090,34975
2078,2019,Alcalda,COALICINCOMPROMETIDOSCONELCAMBIOPARASERVIR,2058,2858
2079,2019,Alcalda,COALICINCOMPROMISONOBLEPORTRABAJOYBIENESTARPARATODOS,2509,10300
2080,2019,Alcalda,COALICINCOMPROMISOPORBETANIA,613,7971
2081,2019,Alcalda,COALICINCOMPROMISOPORSANCAYETANO,1946,2285
2082,2019,Alcalda,COALICINCOMPROMISOSERIO,4689,5426
2083,2019,Alcalda,COALICINCOMPROMISOSOCIAL,4204,13894
2084,2019,Alcalda,COALICINCOMPROMISOSOCIALPARASEGUIRCRECIENDO,983,3678
2085,2019,Alcalda,COALICINCOMPROMISOSOCIALPORVENECIA,530,7809
2086,2019,Alcalda,COALICINCOMPROMISOYGESTINPORVALPARASO,844,5551
2087,2019,Alcalda,COALICINCONAMORPORVENECIA,2892,7809
2088,2019,Alcalda,COALICINCONARENASELCAMBIOESYA,4860,16680
2089,2019,Alcalda,COALICINCONCIENCIACIUDADANAPASI,424,17436
2090,2019,Alcalda,COALICINCONDIOSSOMOSMSQUEVENCEDORES,6788,10518
2091,2019,Alcalda,COALICINCONELALMAPORCHITARAQUE,2573,5193
2092,2019,Alcalda,COALICINCONFEYESPERANZAAVANCEMOSJUNTOS,1236,3008
2093,2019,Alcalda,COALICINCONFIRMEZAPORONZAGA,1258,2580
2094,2019,Alcalda,COALICINCONLAFUERZADELAGENTEHACEMOSMS,2203,4880
2095,2019,Alcalda,COALICINCONLAFUERZADELPUEBLO,3518,9289
2096,2019,Alcalda,COALICINCONLAGENTEPORELSANTUARIO,9319,6857
2097,2019,Alcalda,COALICINCONLASBASESCONSTRUIMOSTERRITORIOATACOTENECESITA,1114,5421
2098,2019,Alcalda,COALICINCONMINGAHACEMOSMS,599,3177
2099,2019,Alcalda,COALICINCONSENTIMIENTOFUTURISTA,1596,4213
2100,2019,Alcalda,COALICINCONSTRUIMOSFUTUROCONSENTIDOSOCIAL,952,2656
2101,2019,Alcalda,COALICINCONSTRUIREMOSUNANUEVAHISTORIA,5253,13836
2102,2019,Alcalda,COALICINCONSTRUYAMOSFUTURO,5210,5496
2103,2019,Alcalda,COALICINCONSTRUYAMOSLANUEVAMAGANGU,3663,4519
2104,2019,Alcalda,COALICINCONSTRUYAMOSUNARAUCADIFERENTE,8562,13805
2105,2019,Alcalda,COALICINCONSTRUYENDOALPAYAQUETODOSQUEREMOS,826,904
2106,2019,Alcalda,COALICINCONSTRUYENDOELCAMBIO,2355,5517
2107,2019,Alcalda,COALICINCONSTRUYENDOFUTURO,2501,10368
2108,2019,Alcalda,COALICINCONSTRUYENDOJUNTOS,1521,9701
2109,2019,Alcalda,COALICINCONSTRUYENDOJUNTOSLAMLAGAQUEQUEREMOS,381,14938
2110,2019,Alcalda,COALICINCONSTRUYENDOPROGRESOPARAMOTAVITA,2449,4203
2111,2019,Alcalda,COALICINCONSTRUYENDOSOCIEDADGOBIERNODERESULTADOS,2786,5463
2112,2019,Alcalda,COALICINCONSTRUYENDOTEJIDOSOCIAL,1735,4272
2113,2019,Alcalda,COALICINCONTIGOESPOSIBLE,20150,10523
2114,2019,Alcalda,COALICINCONTIGOFUNZAEVOLUCIONA,18732,8720
2115,2019,Alcalda,COALICINCONTIGOSANTAANAAVANZA,3531,11726
2116,2019,Alcalda,COALICINCONTINUANLASOPORTUNIDADES,54104,5701
2117,2019,Alcalda,COALICINCONTINUEMOSJUNTOS,5246,5068
2118,2019,Alcalda,COALICINCONTODOYPARATODOS,1354,7272
2119,2019,Alcalda,COALICINCONVERGENCIAALIANZAPORELCAMBIOANDALUCA,247,16064
2120,2019,Alcalda,COALICINCONVERGENCIAALTERNATIVA,7440,19071
2121,2019,Alcalda,COALICINCONVERGENCIABUGALAGRANDEHUMANA,163,11307
2122,2019,Alcalda,COALICINCONVERGENCIACANDELARIA,2693,4037
2123,2019,Alcalda,COALICINCONVERGENCIAHUMANAPORLACUMBRE,70,6456
2124,2019,Alcalda,COALICINCONVERGENCIAPALMIRAHUMANA,2801,5963
2125,2019,Alcalda,COALICINCONVERGENCIAPORLACRUZ,283,8752
2126,2019,Alcalda,COALICINCONVERGENCIAPORPASTO,21814,7869
2127,2019,Alcalda,COALICINCONVERGENCIAPORPOTOS,4013,5009
2128,2019,Alcalda,COALICINCONVERGENCIAPORTULUHUMANA,344,10497
2129,2019,Alcalda,COALICINCONVERGENCIAPORUNANUEVACIUDAD,921,4086
2130,2019,Alcalda,COALICINCOPACABANADIFERENTE,9725,930
2131,2019,Alcalda,COALICINCOROZALTIENEDOLIENTE,13470,4983
2132,2019,Alcalda,COALICINCORRAMOSJUNTOSPORPASTO,57458,7869
2133,2019,Alcalda,COALICINCOSECHEMOSJUNTOS,2638,1485
2134,2019,Alcalda,COALICINCOYAIMA,2076,12338
2135,2019,Alcalda,COALICINCOYAIMADIGNALUCHEMOSUNIDOS,502,12338
2136,2019,Alcalda,COALICINCREEMOSENANGELPOLIS,1714,4922
2137,2019,Alcalda,COALICINCREEMOSENCALARC,5265,7313
2138,2019,Alcalda,COALICINCREEMOSENCIMITARRA,4861,5038
2139,2019,Alcalda,COALICINCREEMOSENLAGENTENUEVOCOLNCONLIDERAZGO,860,4689
2140,2019,Alcalda,COALICINCREOENPOPAYN,30466,8513
2141,2019,Alcalda,COALICINCREOENTIALTOBAUDOCONDIOSYELPUEBLOELPROGRESOCONTINUA,3345,2016
2142,2019,Alcalda,COALICINCUASPUDCARLOSAMARENACE,439,6135
2143,2019,Alcalda,COALICINCUCAITACONVISINOBRASYDESARROLLOPARATODOS,39,3261
2144,2019,Alcalda,COALICINCUMARIBOMERECEMS,3331,10764
2145,2019,Alcalda,COALICINCUMBITARASOMOSTODOS,2470,3034
2146,2019,Alcalda,COALICINCURUMANALTERNATIVO,640,7280
2147,2019,Alcalda,COALICINCVICAEINDEPENDIENTEPORSOGAMOSO,15702,11074
2148,2019,Alcalda,COALICINCVICOSAL100,33740,5267
2149,2019,Alcalda,COALICINDECENTES,2095,11074
2150,2019,Alcalda,COALICINDECORAZNCONELPATA,423,12680
2151,2019,Alcalda,COALICINDECORAZNCONIND,1268,3937
2152,2019,Alcalda,COALICINDECORAZNPORPINCHOTE,1395,3369
2153,2019,Alcalda,COALICINDEJANDOHUELLASCONSTRUIMOSFUTURO,519,3487
2154,2019,Alcalda,COALICINDELAMANOCONELPUEBLO,2640,3065
2155,2019,Alcalda,COALICINDELAMANOCONLAGENTE,3186,5544
2156,2019,Alcalda,COALICINDEPAZPUERTOLIBERTADOR,2867,15454
2157,2019,Alcalda,COALICINDESARROLLOSOCIALCONSENTIDOHUMANO,7214,5393
2158,2019,Alcalda,COALICINDESARROLLOSOSTENIBLECONBIENESTARPARATODOS,854,2897
2159,2019,Alcalda,COALICINDESPIERTABARBOSA,4713,5615
2160,2019,Alcalda,COALICINDIBULLADEOPORTUNIDADES,5874,5914
2161,2019,Alcalda,COALICINDICIENDOHACIENDOYLISTO,1325,5472
2162,2019,Alcalda,COALICINDIEGOGARZNALCALDE,10534,8922
2163,2019,Alcalda,COALICINDIGNIDADYBIENESTARPARALAGENTE,578,7462
2164,2019,Alcalda,COALICINELBUENHIJOVUELVEACASAPARASEGUIRMARCANDOLADIFERENCIA,2383,1748
2165,2019,Alcalda,COALICINELCAMBIOESAHORA,5212,22657
2166,2019,Alcalda,COALICINELCAMBIOESMARIO,2995,5585
2167,2019,Alcalda,COALICINELCAMBIOQUEELRETIROQUIERE,6890,12657
2168,2019,Alcalda,COALICINELCASTILLOSOMOSTODOS,1363,4134
2169,2019,Alcalda,COALICINELCERRITOHUMANO,385,8928
2170,2019,Alcalda,COALICINELDESARROLLOCONTINA,1734,2854
2171,2019,Alcalda,COALICINELDONCELLOLAFUERZAQUENOSMUEVE,2935,14752
2172,2019,Alcalda,COALICINELDORADOSOMOSTODOS,857,2377
2173,2019,Alcalda,COALICINELFUTURONOSUNE,4610,7906
2174,2019,Alcalda,COALICINELGOBIERNODELAGENTE,8114,10788
2175,2019,Alcalda,COALICINELGOBIERNODELASOBRAS,355,1125
2176,2019,Alcalda,COALICINELMEJORCAMINOPARAOIBA,3670,8534
2177,2019,Alcalda,COALICINELMOMENTOESAHORA,17309,33197
2178,2019,Alcalda,COALICINELPACTOESDETODOS,21259,20144
2179,2019,Alcalda,COALICINELPAUJILPRIMERO,2252,11002
2180,2019,Alcalda,COALICINELPODERDELAGENTE,11112,5260
2181,2019,Alcalda,COALICINELPODERPARALAGENTE,60,8954
2182,2019,Alcalda,COALICINELPROGRESODESUTAMARCHNDEBECONTINUAR,2436,5572
2183,2019,Alcalda,COALICINELROSALPARAVIVIRMEJOR,5687,17473
2184,2019,Alcalda,COALICINELSANTUARIORUMBOCLARO,4731,6857
2185,2019,Alcalda,COALICINELTABLNSOMOSTODOS,4968,4043
2186,2019,Alcalda,COALICINELVERDADEROCAMBIO,36515,12942
2187,2019,Alcalda,COALICINEMPRENDAMOSJUNTOSGUATAP,2179,6946
2188,2019,Alcalda,COALICINEMPRENDIMIENTOSAMARIO,2081,7273
2189,2019,Alcalda,COALICINENCAMINOALDESARROLLO,6352,10757
2190,2019,Alcalda,COALICINENEQUIPOHACEMOSMS,2929,7361
2191,2019,Alcalda,COALICINENEQUIPOPORELESPINO,718,1940
2192,2019,Alcalda,COALICINENTODOTIEMPOCONLACOMUNIDAD,4870,5388
2193,2019,Alcalda,COALICINENTRETODOSPODEMOS,5291,10365
2194,2019,Alcalda,COALICINENTRETODOSRECUPERAREMOSALRIDA,3953,13008
2195,2019,Alcalda,COALICINENTRETODOSSOLANOPROGRESA,1385,6145
2196,2019,Alcalda,COALICINESAHORAONUNCA,9755,12807
2197,2019,Alcalda,COALICINESCRIBAMOSELFUTURODESOGAMOSO,12395,11074
2198,2019,Alcalda,COALICINESELCAMBIO,2104,4681
2199,2019,Alcalda,COALICINESLAHORADELCAMBIO,1294,5325
2200,2019,Alcalda,COALICINESMOMENTODECRECER,16769,9319
2201,2019,Alcalda,COALICINESPOSIBLEPARTDELAUMAIS,22059,8405
2202,2019,Alcalda,COALICINESTAMOSDECORAZN,4154,5535
2203,2019,Alcalda,COALICINESTAMOSUNIDOSPORSUREZ,3116,8945
2204,2019,Alcalda,COALICINESTIEMPODEAVANZAR,1084,6017
2205,2019,Alcalda,COALICINESTIEMPODECREER,2506,4941
2206,2019,Alcalda,COALICINESTOYCONSABANALARGAPLANDETODOS,22625,7609
2207,2019,Alcalda,COALICINEXPERIENCIAMSCARISMAIGUALRESULTADOS,12,3098
2208,2019,Alcalda,COALICINEXPERIENCIAYCAMBIOPARAVOLVERALPROGRESO,719,1511
2209,2019,Alcalda,COALICINFABIODOMINGOALCALDE,1405,1952
2210,2019,Alcalda,COALICINFEYCONFIANZAPORUNAGRANADAIDEAL,5885,9131
2211,2019,Alcalda,COALICINFIRAVITOBANOSUNE,1610,5505
2212,2019,Alcalda,COALICINFIRMANDOPORVILLETAPARTIDOCONSERVADORCOLOMBIANO,2488,6069
2213,2019,Alcalda,COALICINFIRMEPORLARENOVACINDEARIGUAN,6947,17831
2214,2019,Alcalda,COALICINFIRMEPORPIEDECUESTA,34234,12533
2215,2019,Alcalda,COALICINFIRMEPORPRADO,929,6631
2216,2019,Alcalda,COALICINFIRMESCONELFUTURODESANPEDRO,3680,8372
2217,2019,Alcalda,COALICINFIRMESCONVENADILLO,3917,9527
2218,2019,Alcalda,COALICINFIRMESCONVILLAMARA,2505,3030
2219,2019,Alcalda,COALICINFIRMESYAVANZANDO,10891,8572
2220,2019,Alcalda,COALICINFLANDESAVANZAR,5276,16978
2221,2019,Alcalda,COALICINFORTALECIENDOVILLANUEVA,5698,6827
2222,2019,Alcalda,COALICINFQUENESOMOSTODOS,311,1952
2223,2019,Alcalda,COALICINFREDONIAPARATODOS,3170,14876
2224,2019,Alcalda,COALICINFRENTEAMPLIOPORGUAPI,4387,11392
2225,2019,Alcalda,COALICINFUERTESPORSANTIAGO,1156,5348
2226,2019,Alcalda,COALICINFUTUROENMARCHA,3372,12696
2227,2019,Alcalda,COALICINGALAPAAOTRONIVEL,12369,4439
2228,2019,Alcalda,COALICINGARAGOASOMOSTODOS,3266,11622
2229,2019,Alcalda,COALICINGARANTADEBUENGOBIERNO,2167,5780
2230,2019,Alcalda,COALICINGARANTADEUNBUENGOBIERNO,707,2202
2231,2019,Alcalda,COALICINGENERANDOOPORTUNIDADES,3512,4958
2232,2019,Alcalda,COALICINGENTEPILA,6898,16047
2233,2019,Alcalda,COALICINGESTINYAPOYOTODOSPORUNMEJORFUTURO,2674,8355
2234,2019,Alcalda,COALICINGESTINYCONOCIMIENTOCONRESULTADOS,687,3466
2235,2019,Alcalda,COALICINGESTINYDESARROLLOPORCOLN,2542,2562
2236,2019,Alcalda,COALICINGESTINYOPORTUNIDADESPARATODOS,5,1109
2237,2019,Alcalda,COALICINGIRARDOTAUNASOLAFAMILIA,6211,6495
2238,2019,Alcalda,COALICINGNOVANOSMUEVE,760,7272
2239,2019,Alcalda,COALICINGOBERNARPARASERVIR,6008,2586
2240,2019,Alcalda,COALICINGOBIERNODERESULTADOS,2270,3881
2241,2019,Alcalda,COALICINGOBIERNODESOLUCIONES,3316,14500
2242,2019,Alcalda,COALICINGONZLEZMUCHOMEJOR,1551,1947
2243,2019,Alcalda,COALICINGRANADASOMOSELCAMBIO,2793,9131
2244,2019,Alcalda,COALICINGRANADAUNIDA,12949,9131
2245,2019,Alcalda,COALICINGRANALIANZADELAFUERZADELPUEBLOPORAMORALOSSANTOS,4529,4686
2246,2019,Alcalda,COALICINGRANALIANZAPORAGUADEDIOSCONOPORTUNIDADESPARATODOS,2111,9884
2247,2019,Alcalda,COALICINGRANCONSENSOPORLADORADA,6516,12165
2248,2019,Alcalda,COALICINGRANPACTOSOCIALPORSOLEDAD,57430,5598
2249,2019,Alcalda,COALICINGUAITARILLADECENTE,381,7640
2250,2019,Alcalda,COALICINGUAITARILLASOCIAL,4716,7640
2251,2019,Alcalda,COALICINGUAMALPROGRESA,4242,11166
2252,2019,Alcalda,COALICINGUAMALSOMOSTODOS,2774,11166
2253,2019,Alcalda,COALICINHABLAMOSCONHECHOS,23671,3622
2254,2019,Alcalda,COALICINHAGAMOSEQUIPOXMESETAS,453,7020
2255,2019,Alcalda,COALICINHAGAMOSLOCORRECTOPORLACEJA,8887,5734
2256,2019,Alcalda,COALICINHAYRAZONESPARACREER,2743,11455
2257,2019,Alcalda,COALICINHAYUNCAMINOMEJOR,1186,2483
2258,2019,Alcalda,COALICINHECHOSPARAELPROGRESO,2055,4672
2259,2019,Alcalda,COALICINHECHOSYNOPALABRAS,643,1425
2260,2019,Alcalda,COALICINHONDA,950,7811
2261,2019,Alcalda,COALICINIBAGURENACER,12229,8957
2262,2019,Alcalda,COALICINICONONZODIGNO,375,7455
2263,2019,Alcalda,COALICINIMUSVOLVAMOSACREER,2862,1868
2264,2019,Alcalda,COALICININIRIDAESDETODOS,5596,5686
2265,2019,Alcalda,COALICINIQUIRAAVANZA,1865,3772
2266,2019,Alcalda,COALICINISCUANDHACIADELANTE,1530,4655
2267,2019,Alcalda,COALICINITAGSINCORRUPCIN,8306,14578
2268,2019,Alcalda,COALICINJEFFERSONCAROALCALDE20202023,7433,5773
2269,2019,Alcalda,COALICINJERUSALNSOMOSTODOS,1301,2639
2270,2019,Alcalda,COALICINJHOELPALOMINOALCALDE,489,12165
2271,2019,Alcalda,COALICINJOHNFREDYQUINTEROALCALDE,11787,10070
2272,2019,Alcalda,COALICINJORGEALEXANDERQUEVEDOHALCALDASANJOSEDELGUAVIARE,7916,7567
2273,2019,Alcalda,COALICINJUANCARLOSROBAYOALCALDEVERDEMAISU,1862,7405
2274,2019,Alcalda,COALICINJUMAPARTIDOCOLOMBIARENANCIENTE,1368,6517
2275,2019,Alcalda,COALICINJUNTOS,2301,12668
2276,2019,Alcalda,COALICINJUNTOSCONSTRUIMOSELCAMBIO,5046,18462
2277,2019,Alcalda,COALICINJUNTOSCONSTRUIMOSPROSPERIDAD,1694,5369
2278,2019,Alcalda,COALICINJUNTOSCONSTRUYAMOSBIENESTAR,260,1143
2279,2019,Alcalda,COALICINJUNTOSCRECEMOS,2579,7315
2280,2019,Alcalda,COALICINJUNTOSESPOSIBLE,1153,8200
2281,2019,Alcalda,COALICINJUNTOSFORJANDODESARROLLO,6205,7307
2282,2019,Alcalda,COALICINJUNTOSHACEMOSMS,1520,4430
2283,2019,Alcalda,COALICINJUNTOSHAGAMOSHISTORIAADA,6013,9165
2284,2019,Alcalda,COALICINJUNTOSHAREMOSELCAMBIO,17710,14882
2285,2019,Alcalda,COALICINJUNTOSLOHACEMOSPOSIBLE,7853,7307
2286,2019,Alcalda,COALICINJUNTOSLOHAREMOSMEJOR,2906,7751
2287,2019,Alcalda,COALICINJUNTOSLOHAREMOSPOSIBLEPORELMEDIOSANJUAN,647,2700
2288,2019,Alcalda,COALICINJUNTOSPARALLEGARJUNTOSPARAGOBERNAR,4340,5777
2289,2019,Alcalda,COALICINJUNTOSPODEMOS,13042,16086
2290,2019,Alcalda,COALICINJUNTOSPORARMENIA,21485,8397
2291,2019,Alcalda,COALICINJUNTOSPORBARANOA,21377,5255
2292,2019,Alcalda,COALICINJUNTOSPORBELALCZAR,3468,7495
2293,2019,Alcalda,COALICINJUNTOSPORELAMAZONAS,3099,8781
2294,2019,Alcalda,COALICINJUNTOSPORELCAMBIO,4046,12486
2295,2019,Alcalda,COALICINJUNTOSPORELDESARROLLOYBIENESTARDESOCOT,1216,4405
2296,2019,Alcalda,COALICINJUNTOSPORELPROGRESO,1805,12959
2297,2019,Alcalda,COALICINJUNTOSPORELRETORNO,872,5930
2298,2019,Alcalda,COALICINJUNTOSPORICONONZO,1986,7455
2299,2019,Alcalda,COALICINJUNTOSPORLAPALMA,3176,7549
2300,2019,Alcalda,COALICINJUNTOSPORMARINILLA,5554,6110
2301,2019,Alcalda,COALICINJUNTOSPORPAILITAS,6389,13166
2302,2019,Alcalda,COALICINJUNTOSPORSALDAA,3647,11856
2303,2019,Alcalda,COALICINJUNTOSSPODEMOSCONSENTIDODEPERTENENCIA,856,4733
2304,2019,Alcalda,COALICINJUNTOSUNASOLAFUERZA,2201,4592
2305,2019,Alcalda,COALICINJUNTOSVAMOSALOGRARLOPORAPULO,1838,7008
2306,2019,Alcalda,COALICINJUVENTUDYPROGRESO,3700,5421
2307,2019,Alcalda,COALICINLAALIANZAESCONTIGO,766,6760
2308,2019,Alcalda,COALICINLABATECAUNSOLOCORAZN,1827,5094
2309,2019,Alcalda,COALICINLABRANDOFUTURO,630,2695
2310,2019,Alcalda,COALICINLACALERA,3221,5021
2311,2019,Alcalda,COALICINLACEJANOSUNE,9364,5734
2312,2019,Alcalda,COALICINLACUMBRESOMOSTODOS,3938,6456
2313,2019,Alcalda,COALICINLAFUERZADELAUNIN,329,5528
2314,2019,Alcalda,COALICINLAFUERZADELCAMBIO,6107,17409
2315,2019,Alcalda,COALICINLAFUERZADELCAMPO,2478,8189
2316,2019,Alcalda,COALICINLAGENTEPRIMERO,582,11173
2317,2019,Alcalda,COALICINLAGRANALIANZAPORAMALFIJUNTOSHACEMOSLADIFERENCIA,6003,11617
2318,2019,Alcalda,COALICINLAINCLUSINNUESTROCOMPROMISO,2295,7081
2319,2019,Alcalda,COALICINLALLAVEEREST,13582,5456
2320,2019,Alcalda,COALICINLAMESAENELCORAZN,8085,4911
2321,2019,Alcalda,COALICINLAMONTAITAPARATODOS,1654,6611
2322,2019,Alcalda,COALICINLANUEVAHISTORIA,199,9496
2323,2019,Alcalda,COALICINLARUTADELPROGRESO,5,2351
2324,2019,Alcalda,COALICINLASACCIONESHACENLADIFERENCIACONINCLUSINSOCIAL,1987,6080
2325,2019,Alcalda,COALICINLATEBAIDADIFERENTE,6542,7815
2326,2019,Alcalda,COALICINLATUTOMANIAUNIDOSSOMOSMSPORCONDOTO,1237,8225
2327,2019,Alcalda,COALICINLAUNIDADESELCAMINOAVANCEMOS,1367,3731
2328,2019,Alcalda,COALICINLAUNINENBUENASMANOS,4009,14182
2329,2019,Alcalda,COALICINLAUNINESLAFUERZA,4041,12596
2330,2019,Alcalda,COALICINLAUNINSOMOSTODOS,1996,2858
2331,2019,Alcalda,COALICINLAVOZDEUNPUEBLO,8077,7520
2332,2019,Alcalda,COALICINLDERESTRABAJANDOPORSANCAYETANO,1359,2285
2333,2019,Alcalda,COALICINLEALESCONAPULO,303,7008
2334,2019,Alcalda,COALICINLEALTADCONMONTERA,94635,11876
2335,2019,Alcalda,COALICINLEALTADPORURIBIA,21402,14645
2336,2019,Alcalda,COALICINLENGUAZAQUESOMOSTODOS,1279,7405
2337,2019,Alcalda,COALICINLIBERALESCONLAU,1044,3251
2338,2019,Alcalda,COALICINLIDERARPARASERVIR,2274,1485
2339,2019,Alcalda,COALICINLIDERAZGOYGESTIN,387,6528
2340,2019,Alcalda,COALICINLISTOSPARAELPROGRESODEALCAL,4619,10691
2341,2019,Alcalda,COALICINLLEGELMOMENTO,2015,6495
2342,2019,Alcalda,COALICINLOHAREMOSMEJOR,1583,3755
2343,2019,Alcalda,COALICINLOHICIMOSBIENPORAMORANATAGAIMALOHAREMOSMEJOR,2694,12820
2344,2019,Alcalda,COALICINLOHICIMOSBIENUNIDOSLOHAREMOSMEJOR,1077,9203
2345,2019,Alcalda,COALICINLONUESTROESSOPETRN,623,10200
2346,2019,Alcalda,COALICINLOSPATIOSAVANZACONELCAMBIO,20496,10166
2347,2019,Alcalda,COALICINLOZANOALCALDE,14330,9859
2348,2019,Alcalda,COALICINMADRIDJUNTOSCRECEMOS,20625,7049
2349,2019,Alcalda,COALICINMAISAICO,27807,8957
2350,2019,Alcalda,COALICINMAJAGUALSUCRE,5419,9640
2351,2019,Alcalda,COALICINMAPIRIPNSOMOSTODOS,828,3293
2352,2019,Alcalda,COALICINMAPIRIPNSPODEMOS,518,3293
2353,2019,Alcalda,COALICINMARIPPARATODOS,2072,3679
2354,2019,Alcalda,COALICINMEJORESOPORTUNIDADESPARATODOS,1992,4078
