,anio,eleccion,partido,pais,puesto,votos,censo
2368,2018,CmaraNegritudes,VOTOENBLANCO,JAPON,TOKIOCONSULADO,1,761
2369,2018,CmaraNegritudes,VOTOENBLANCO,MEXICO,MEXICOCONSULADO,18,5212
2370,2018,CmaraNegritudes,VOTOENBLANCO,NICARAGUA,JUEVESMANAGUAEMBAJADA,1,600
2371,2018,CmaraNegritudes,VOTOENBLANCO,NUEVAZELANDIA,SABADOAUCKLANDCONSULADO,1,600
2372,2018,CmaraNegritudes,VOTOENBLANCO,PAISESBAJOS,JUEVESAMSTERDAMCONSULADO,3,600
2373,2018,CmaraNegritudes,VOTOENBLANCO,PANAMA,PANAMACONSULADO,33,12982
2374,2018,CmaraNegritudes,VOTOENBLANCO,PARAGUAY,ASUNCIONEMBAJADA,3,321
2375,2018,CmaraNegritudes,VOTOENBLANCO,PERU,LIMACONSULADO,12,3431
2376,2018,CmaraNegritudes,VOTOENBLANCO,POLONIA,VARSOVIACONSULADO,2,137
2377,2018,CmaraNegritudes,VOTOENBLANCO,REPUBLICADOMINICANA,SANTODOMINGOEMBAJADA,3,1912
2378,2018,CmaraNegritudes,VOTOENBLANCO,RUSIA,MOSCUEMBAJADA,1,449
2379,2018,CmaraNegritudes,VOTOENBLANCO,SUECIA,ESTOCOLMOCONSULADO,4,1663
2380,2018,CmaraNegritudes,VOTOENBLANCO,SUIZA,BERNACONSULADO,16,2112
2381,2018,CmaraNegritudes,VOTOENBLANCO,URUGUAY,JUEVESMONTEVIDEOCONSULADO,2,600
2382,2018,CmaraNegritudes,VOTOENBLANCO,VENEZUELA,CARACASCONSULADO,36,69250
2383,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,ALEMANIA,BERLINCONSULADO,18,1469
2384,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,ARGENTINA,BUENOSAIRESCONSULADO,57,8737
2385,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,ARUBA,ORANJESTADCONSULADO,5,3460
2386,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,AUSTRALIA,MELBOURNE,45,2389
2387,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,AUSTRIA,SABADOVIENACONSULADO,1,600
2388,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,BELGICA,BRUSELASCONSULADO,4,1976
2389,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,BRASIL,BRASILIACONSULADO,10,434
2390,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,CANADA,CALGARYCONSULADO,63,2841
2391,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,CHILE,ANTOFAGASTACONSULADO,29,1679
2392,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,COSTARICA,SANJOSEEMBAJADA,11,8171
2393,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,CUBA,LAHABANACONSULADO,4,273
2394,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,CURAZAO,WILLEMSTADCONSULADO,1,1501
2395,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,ECUADOR,QUITOCONSULADO,18,12126
2396,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,ESPANA,BARCELONACONSULADO,127,20523
2397,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,ESTADOSUNIDOS,ATLANTACHARLOTTE,189,1716
2398,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,FRANCIA,PARISEMBAJADA,39,1947
2399,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,INGLATERRA,LONDRESCONSULADO,17,11511
2400,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,ISRAEL,JUEVESTELAVIVCONSULADO,1,600
2401,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,ITALIA,FLORENCIACONSULADOHONORARIO,13,67
2402,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,JAMAICA,ISLASCAIMAN,1,171
2403,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,JAPON,TOKIOCONSULADO,4,761
2404,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,MEXICO,MEXICOCONSULADO,14,5212
2405,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,NORUEGA,JUEVESOSLOEMBAJADA,1,600
2406,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,PAISESBAJOS,AMSTERDAMCONSULADO,6,1592
2407,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,PANAMA,PANAMACONSULADO,15,12982
2408,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,PERU,LIMACONSULADO,3,3431
2409,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,POLONIA,LUNESVARSOVIACONSULADO,3,600
2410,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,PORTUGAL,LISBOAEMBAJADA,3,453
2411,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,PUERTORICO,SANJUANDEPUERTORICOCONSULADO,3,1094
2412,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,RUSIA,MOSCUEMBAJADA,5,449
2413,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,SUDAFRICA,CAPETOWNCONSULADOHONORARIO,1,60
2414,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,SUECIA,ESTOCOLMOCONSULADO,4,1663
2415,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,SUIZA,BERNACONSULADO,10,2112
2416,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,TURQUIA,ESTAMBUL,1,99
2417,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,VENEZUELA,CARACASCONSULADO,84,69250
2418,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,ALEMANIA,BERLINCONSULADO,404,1469
2419,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,ARGENTINA,BUENOSAIRESCONSULADO,524,8737
2420,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,ARUBA,ORANJESTADCONSULADO,33,3460
2421,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,ARZERBAIYAN,BAKUCONSULADO,5,17
2422,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,AUSTRALIA,CANBERRACONSULADO,840,358
2423,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,AUSTRIA,VIENACONSULADO,95,748
2424,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,BELGICA,BRUSELASCONSULADO,158,1976
2425,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,BELICE,BELMOPANCONSULADOHONORARIO,6,27
2426,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,BOLIVIA,LAPAZCONSULADO,22,431
2427,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,BRASIL,BRASILIACONSULADO,263,434
2428,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,CANADA,CALGARYCONSULADO,1451,2841
2429,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,CHILE,ANTOFAGASTACONSULADO,423,1679
2430,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,CHINAREPUBLICAPOPULAR,BEIJINGEMBAJADA,56,211
2431,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,CHIPRE,LIMASSOLCONSULADOHONORARIO,2,50
2432,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,COREADELSUR,SEULEMBAJADA,18,135
2433,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,COSTARICA,SANJOSEEMBAJADA,166,8171
2434,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,CUBA,LAHABANACONSULADO,11,273
2435,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,CURAZAO,WILLEMSTADCONSULADO,16,1501
2436,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,DINAMARCA,COPENHAGUE,24,119
2437,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,ECUADOR,QUITOCONSULADO,273,12126
2438,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,EGIPTO,ELCAIROEMBAJADA,10,140
2439,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,ELSALVADOR,SANSALVADORCONSULADO,26,474
2440,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,EMIRATOSARABESUNIDOS,ABUDHABICONSULADO,50,1157
2441,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,ESPANA,BARCELONACONSULADO,1460,20523
2442,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,ESTADOSUNIDOS,ATLANTACONSULADO,3695,8034
2443,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,FINLANDIA,HELSINKIEMBAJADA,28,156
2444,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,FRANCIA,PARISEMBAJADA,721,1947
2445,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,GHANA,VIERNESACCRACONSULADO,2,600
2446,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,GRECIA,ATENASCONSULADOHONORARIO,2,55
2447,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,GUATEMALA,GUATEMALACONSULADO,37,855
2448,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,HONDURAS,TEGUCIGALPAEMBAJADA,9,451
2449,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,INDIA,NUEVADELHIEMBAJADA,2,68
2450,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,INDONESIA,JAKARTACONSULADO,9,82
2451,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,INGLATERRA,LONDRESCONSULADO,506,11511
2452,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,IRLANDA,DUBLINCONSULADOHONORARIO,21,133
2453,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,ISRAEL,TELAVIVCONSULADO,22,848
2454,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,ITALIA,FLORENCIACONSULADOHONORARIO,238,67
2455,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,JAMAICA,KINGSTONCONSULADO,2,99
2456,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,JAPON,TOKIOCONSULADO,24,761
2457,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,KENIA,MIERCOLESNAIROBIEMBAJADA,2,600
2458,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,LIBANO,JUEVESBEIRUTCONSULADO,4,600
2459,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,LUXEMBURGO,LUXEMBURGO,10,43
2460,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,MALASIA,KUALALUMPURCONSULADO,5,100
2461,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,MARRUECOS,JUEVESRABATCONSULADO,5,600
2462,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,MEXICO,MEXICOCONSULADO,417,5212
2463,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,NICARAGUA,MANAGUAEMBAJADA,7,263
2464,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,NORUEGA,OSLOEMBAJADA,33,194
2465,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,NUEVAZELANDIA,AUCKLANDCONSULADO,82,487
2466,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,PAISESBAJOS,AMSTERDAMCONSULADO,146,1592
2467,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,PANAMA,PANAMACONSULADO,227,12982
2468,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,PARAGUAY,ASUNCIONEMBAJADA,8,321
2469,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,PERU,LIMACONSULADO,179,3431
2470,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,POLONIA,VARSOVIACONSULADO,7,137
2471,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,PORTUGAL,LISBOAEMBAJADA,42,453
2472,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,PUERTORICO,SANJUANDEPUERTORICOCONSULADO,27,1094
2473,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,REPUBLICADEFILIPINAS,MANILA,10,82
2474,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,REPUBLICADESINGAPUR,SINGAPUREMBAJADA,20,150
2475,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,REPUBLICADOMINICANA,SANTODOMINGOEMBAJADA,78,1912
2476,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,REPUBLICASOCIALISTADEVIETNAM,VIERNESHANOICONSULADO,3,600
2477,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,RUSIA,MOSCUEMBAJADA,21,449
2478,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,SUDAFRICA,PRETORIAEMBAJADA,16,141
2479,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,SUECIA,ESTOCOLMOCONSULADO,86,1663
2480,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,SUIZA,BERNACONSULADO,270,2112
2481,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,TAILANDIA,BANGKOKCONSULADO,3,74
2482,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,TRINIDADYTOBAGO,PUERTOESPAACONSULADO,8,171
2483,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,TURQUIA,ANKARACONSULADO,10,50
2484,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,URUGUAY,MONTEVIDEOCONSULADO,31,466
2485,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,VENEZUELA,CARACASCONSULADO,1465,69250
2486,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,ALEMANIA,BERLINCONSULADO,9,1469
2487,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,ARGENTINA,BUENOSAIRESCONSULADO,64,8737
2488,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,ARUBA,ORANJESTADCONSULADO,27,3460
2489,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,ARZERBAIYAN,JUEVESBAKUCONSULADO,1,600
2490,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,AUSTRALIA,MELBOURNE,32,2389
2491,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,AUSTRIA,VIENACONSULADO,9,748
2492,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,BELGICA,BRUSELASCONSULADO,8,1976
2493,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,BELICE,BELMOPANCONSULADOHONORARIO,4,27
2494,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,BOLIVIA,LUNESLAPAZCONSULADO,13,600
2495,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,BRASIL,SABADOBRASILIACONSULADO,19,600
2496,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,CANADA,CALGARYCONSULADO,126,2841
2497,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,CHILE,ANTOFAGASTACONSULADO,125,1679
2498,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,CHINAREPUBLICAPOPULAR,VIERNESBEIJINGEMBAJADA,4,600
2499,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,COREADELSUR,SEULEMBAJADA,3,135
2500,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,COSTARICA,SANJOSEEMBAJADA,32,8171
2501,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,CUBA,LAHABANACONSULADO,2,273
2502,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,CURAZAO,WILLEMSTADCONSULADO,5,1501
2503,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,ECUADOR,QUITOCONSULADO,104,12126
2504,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,EGIPTO,MARTESELCAIROEMBAJADA,2,600
2505,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,ELSALVADOR,SANSALVADORCONSULADO,1,474
2506,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,EMIRATOSARABESUNIDOS,ABUDHABICONSULADO,9,1157
2507,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,ESPANA,BARCELONACONSULADO,251,20523
2508,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,ESTADOSUNIDOS,ATLANTACONSULADO,866,8034
2509,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,FINLANDIA,HELSINKIEMBAJADA,3,156
2510,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,FRANCIA,PARISEMBAJADA,26,1947
2511,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,GUATEMALA,GUATEMALACONSULADO,4,855
2512,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,HONDURAS,TEGUCIGALPAEMBAJADA,4,451
2513,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,INDONESIA,JAKARTACONSULADO,2,82
2514,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,INGLATERRA,LONDRESCONSULADO,48,11511
2515,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,ISRAEL,TELAVIVCONSULADO,3,848
2516,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,ITALIA,MILANCONSULADO,26,3673
2517,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,JAMAICA,ISLASCAIMAN,2,171
2518,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,JAPON,TOKIOCONSULADO,4,761
2519,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,LIBANO,BEIRUTCONSULADO,21,826
2520,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,LUXEMBURGO,LUXEMBURGO,1,43
2521,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,MALASIA,MIERCOLESKUALALUMPURCONSULADO,2,600
2522,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,MEXICO,MEXICOCONSULADO,63,5212
2523,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,NORUEGA,LUNESOSLOEMBAJADA,1,600
2524,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,PAISESBAJOS,AMSTERDAMCONSULADO,7,1592
2525,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,PANAMA,PANAMACONSULADO,84,12982
2526,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,PARAGUAY,ASUNCIONEMBAJADA,4,321
2527,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,PERU,LIMACONSULADO,29,3431
2528,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,PORTUGAL,MARTESLISBOAEMBAJADA,2,600
2529,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,PUERTORICO,SANJUANDEPUERTORICOCONSULADO,5,1094
2530,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,REPUBLICADEFILIPINAS,VIERNESMANILA,1,600
2531,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,REPUBLICADESINGAPUR,JUEVESSINGAPUREMBAJADA,3,600
2532,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,REPUBLICADOMINICANA,SANTODOMINGOEMBAJADA,7,1912
2533,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,RUSIA,MOSCUEMBAJADA,1,449
2534,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,SUECIA,ESTOCOLMOCONSULADO,3,1663
2535,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,SUIZA,BERNACONSULADO,15,2112
2536,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,TRINIDADYTOBAGO,JUEVESPUERTOESPAACONSULADO,2,600
2537,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,TURQUIA,MIERCOLESANKARACONSULADO,1,600
2538,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,URUGUAY,LUNESMONTEVIDEOCONSULADO,1,600
2539,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,VENEZUELA,CARACASCONSULADO,701,69250
2540,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,ALEMANIA,BERLINCONSULADO,102,1469
2541,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,ARGELIA,LUNESARGELCONSULADO,3,600
2542,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,ARGENTINA,BUENOSAIRESCONSULADO,253,8737
2543,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,ARUBA,ORANJESTADCONSULADO,334,3460
2544,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,ARZERBAIYAN,LUNESBAKUCONSULADO,6,600
2545,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,AUSTRALIA,CANBERRACONSULADO,416,358
2546,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,AUSTRIA,VIENACONSULADO,42,748
2547,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,BELGICA,BRUSELASCONSULADO,108,1976
2548,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,BELICE,BELMOPANCONSULADOHONORARIO,2,27
2549,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,BOLIVIA,LAPAZCONSULADO,59,431
2550,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,BRASIL,BRASILIACONSULADO,191,434
2551,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,CANADA,CALGARYCONSULADO,1977,2841
2552,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,CHILE,ANTOFAGASTACONSULADO,419,1679
2553,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,CHINAREPUBLICAPOPULAR,BEIJINGEMBAJADA,55,211
2554,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,CHIPRE,LIMASSOLCONSULADOHONORARIO,3,50
2555,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,COREADELSUR,SEULEMBAJADA,5,135
2556,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,COSTARICA,SANJOSEEMBAJADA,707,8171
2557,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,CUBA,LAHABANACONSULADO,6,273
2558,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,CURAZAO,WILLEMSTADCONSULADO,133,1501
2559,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,DINAMARCA,COPENHAGUE,6,119
2560,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,ECUADOR,QUITOCONSULADO,781,12126
2561,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,EGIPTO,JUEVESELCAIROEMBAJADA,1,600
2562,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,ELSALVADOR,SANSALVADORCONSULADO,50,474
2563,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,EMIRATOSARABESUNIDOS,ABUDHABICONSULADO,257,1157
2564,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,ESPANA,BARCELONACONSULADO,1932,20523
2565,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,ESTADOSUNIDOS,ATLANTACONSULADO,24470,8034
2566,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,FINLANDIA,HELSINKIEMBAJADA,7,156
2567,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,FRANCIA,PARISEMBAJADA,309,1947
2568,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,GHANA,VIERNESACCRACONSULADO,1,600
2569,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,GRECIA,ATENASCONSULADOHONORARIO,10,55
2570,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,GUATEMALA,GUATEMALACONSULADO,123,855
2571,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,HONDURAS,TEGUCIGALPAEMBAJADA,44,451
2572,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,INDIA,NUEVADELHIEMBAJADA,2,68
2573,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,INDONESIA,MARTESJAKARTACONSULADO,5,600
2574,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,INGLATERRA,LONDRESCONSULADO,575,11511
2575,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,IRLANDA,DUBLINCONSULADOHONORARIO,8,133
2576,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,ISRAEL,TELAVIVCONSULADO,34,848
2577,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,ITALIA,FLORENCIACONSULADOHONORARIO,261,67
2578,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,JAMAICA,KINGSTONCONSULADO,25,99
2579,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,JAPON,TOKIOCONSULADO,44,761
2580,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,KENIA,NAIROBIEMBAJADA,3,66
2581,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,LIBANO,BEIRUTCONSULADO,38,826
2582,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,LUXEMBURGO,LUXEMBURGO,2,43
2583,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,MALASIA,MARTESKUALALUMPURCONSULADO,9,600
2584,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,MARRUECOS,RABATCONSULADO,4,29
2585,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,MEXICO,MEXICOCONSULADO,551,5212
2586,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,NICARAGUA,MANAGUAEMBAJADA,23,263
2587,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,NORUEGA,OSLOEMBAJADA,5,194
2588,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,NUEVAZELANDIA,AUCKLANDCONSULADO,45,487
2589,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,PAISESBAJOS,AMSTERDAMCONSULADO,93,1592
2590,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,PANAMA,PANAMACONSULADO,878,12982
2591,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,PARAGUAY,ASUNCIONEMBAJADA,37,321
2592,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,PERU,LIMACONSULADO,303,3431
2593,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,POLONIA,VARSOVIACONSULADO,11,137
2594,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,PORTUGAL,LISBOAEMBAJADA,24,453
2595,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,PUERTORICO,SANJUANDEPUERTORICOCONSULADO,114,1094
2596,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,REPUBLICADEFILIPINAS,MANILA,10,82
2597,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,REPUBLICADESINGAPUR,SINGAPUREMBAJADA,15,150
