,anio,eleccion,partido,pais,puesto,votos,censo
548,2010,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,SUIZA,BernaConsulado,3,1054
549,2010,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,TURQUIA,EstambulConsulado,1,20
550,2010,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,URUGUAY,MontevideoConsulado,7,290
551,2010,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,VENEZUELA,CaracasConsulado,2167,28288
552,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,ALEMANIA,BerlinEmbajada,27,608
553,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,ARGENTINA,BuenosAiresConsulado,86,2859
554,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,AUSTRALIA,Brisbane,60,491
555,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,AUSTRIA,VienaConsulado,2,398
556,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,BELGICA,BruselasConsulado,10,1004
557,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,BOLIVIA,LaPazEmbajada,11,284
558,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,BRASIL,SaoPauloConsulado,14,538
559,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,CANADA,MontrealConsulado,157,3397
560,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,CHILE,SantiagoEmbajada,15,644
561,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,CHINAREPUBLICAPOPULAR,BeijingEmbajada,4,145
562,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,CHIPRE,Limassol,1,29
563,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,COREADELSUR,SeulEmbajada,4,67
564,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,COSTARICA,SanJoseEmbajada,62,6350
565,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,CUBA,LaHabanaConsulado,3,230
566,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,DINAMARCA,Copenhague,3,10
567,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,ECUADOR,QuitoConsulado,342,4302
568,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,EGIPTO,ElCairoEmbajada,3,95
569,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,ELSALVADOR,SanSalvadorConsulado,33,351
570,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,ESPANA,BarcelonaConsulado,268,11766
571,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,ESTADOSUNIDOS,AtlantaConsulado,3118,5907
572,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,FILIPINAS,ManilaEmbajada,2,49
573,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,FINLANDIA,Helsinki,1,13
574,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,FRANCIA,ParisEmbajada,67,1145
575,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,HOLANDA,LaHayaConsulado,10,410
576,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,HONDURAS,TegucigalpaEmbajada,16,378
577,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,INDIA,NuevaDelhiEmbajada,3,67
578,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,INGLATERRA,LondresConsulado,79,7055
579,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,ITALIA,Milan,19,1715
580,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,KENIA,NairobiEmbajada,4,45
581,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,LIBANO,BeirutEmbajada,74,400
582,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,MALASIA,KualalumpurConsulado,3,59
583,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,MEXICO,MexicoConsulado,77,2522
584,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,NICARAGUA,ManaguaEmbajada,9,182
585,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,PAISESBAJOSARUBA,OranjestadConsulado,155,2517
586,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,PANAMA,PanamaConsulado,198,6832
587,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,PARAGUAY,AsuncionEmbajada,12,194
588,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,PERU,LimaEmbajada,14,1120
589,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,REPUBLICADOMINICANA,SantoDomingoEmbajada,57,1558
590,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,RUSIA,MoscuEmbajada,12,197
591,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,SUDAFRICA,PretoriaEmbajada,6,147
592,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,SUECIA,EstocolmoConsulado,9,507
593,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,SUIZA,BernaConsulado,50,1054
594,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,TURQUIA,EstambulConsulado,11,20
595,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,URUGUAY,MontevideoConsulado,9,290
596,2010,CmaraTerritorial,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,VENEZUELA,CaracasConsulado,2976,28288
597,2010,CmaraTerritorial,PARTIDOVERDE,ALEMANIA,BerlinEmbajada,65,608
598,2010,CmaraTerritorial,PARTIDOVERDE,ARGENTINA,BuenosAiresConsulado,123,2859
599,2010,CmaraTerritorial,PARTIDOVERDE,AUSTRALIA,Brisbane,62,491
600,2010,CmaraTerritorial,PARTIDOVERDE,BELGICA,BruselasConsulado,14,1004
601,2010,CmaraTerritorial,PARTIDOVERDE,BRASIL,RiodeJaneiroConsulado,16,209
602,2010,CmaraTerritorial,PARTIDOVERDE,CANADA,MontrealConsulado,132,3397
603,2010,CmaraTerritorial,PARTIDOVERDE,CHILE,SantiagoConsulado,20,2163
604,2010,CmaraTerritorial,PARTIDOVERDE,CHINAREPUBLICAPOPULAR,BeijingEmbajada,8,145
605,2010,CmaraTerritorial,PARTIDOVERDE,COREADELSUR,SeulEmbajada,2,67
606,2010,CmaraTerritorial,PARTIDOVERDE,COSTARICA,SanJoseEmbajada,11,6350
607,2010,CmaraTerritorial,PARTIDOVERDE,CUBA,LaHabanaConsulado,6,230
608,2010,CmaraTerritorial,PARTIDOVERDE,DINAMARCA,Copenhague,4,10
609,2010,CmaraTerritorial,PARTIDOVERDE,ECUADOR,QuitoConsulado,49,4302
610,2010,CmaraTerritorial,PARTIDOVERDE,EGIPTO,ElCairoEmbajada,5,95
611,2010,CmaraTerritorial,PARTIDOVERDE,ELSALVADOR,SanSalvadorConsulado,7,351
612,2010,CmaraTerritorial,PARTIDOVERDE,ESPANA,BarcelonaConsulado,184,11766
613,2010,CmaraTerritorial,PARTIDOVERDE,ESTADOSUNIDOS,AtlantaConsulado,537,5907
614,2010,CmaraTerritorial,PARTIDOVERDE,FILIPINAS,ManilaEmbajada,3,49
615,2010,CmaraTerritorial,PARTIDOVERDE,FINLANDIA,Helsinki,5,13
616,2010,CmaraTerritorial,PARTIDOVERDE,FRANCIA,ParisEmbajada,157,1145
617,2010,CmaraTerritorial,PARTIDOVERDE,HOLANDA,LaHayaConsulado,23,410
618,2010,CmaraTerritorial,PARTIDOVERDE,HONDURAS,TegucigalpaEmbajada,5,378
619,2010,CmaraTerritorial,PARTIDOVERDE,INDIA,NuevaDelhiEmbajada,3,67
620,2010,CmaraTerritorial,PARTIDOVERDE,INGLATERRA,LondresConsulado,95,7055
621,2010,CmaraTerritorial,PARTIDOVERDE,ITALIA,Milan,21,1715
622,2010,CmaraTerritorial,PARTIDOVERDE,KENIA,NairobiEmbajada,5,45
623,2010,CmaraTerritorial,PARTIDOVERDE,LIBANO,BeirutEmbajada,1,400
624,2010,CmaraTerritorial,PARTIDOVERDE,MALASIA,KualalumpurConsulado,1,59
625,2010,CmaraTerritorial,PARTIDOVERDE,MEXICO,MexicoConsulado,58,2522
626,2010,CmaraTerritorial,PARTIDOVERDE,NICARAGUA,ManaguaEmbajada,4,182
627,2010,CmaraTerritorial,PARTIDOVERDE,NORUEGA,OsloEmbajada,4,65
628,2010,CmaraTerritorial,PARTIDOVERDE,PAISESBAJANTILLASHOLANDESAS,WillemstadCurazao,2,1148
629,2010,CmaraTerritorial,PARTIDOVERDE,PAISESBAJOSARUBA,OranjestadConsulado,7,2517
630,2010,CmaraTerritorial,PARTIDOVERDE,PANAMA,PanamaConsulado,58,6832
631,2010,CmaraTerritorial,PARTIDOVERDE,PARAGUAY,AsuncionEmbajada,1,194
632,2010,CmaraTerritorial,PARTIDOVERDE,PUERTORICO,Mayaguez,4,102
633,2010,CmaraTerritorial,PARTIDOVERDE,REPUBLICADOMINICANA,SantoDomingoEmbajada,22,1558
634,2010,CmaraTerritorial,PARTIDOVERDE,RUSIA,MoscuEmbajada,8,197
635,2010,CmaraTerritorial,PARTIDOVERDE,SUDAFRICA,PretoriaEmbajada,7,147
636,2010,CmaraTerritorial,PARTIDOVERDE,SUECIA,EstocolmoConsulado,12,507
637,2010,CmaraTerritorial,PARTIDOVERDE,SUIZA,BernaConsulado,34,1054
638,2010,CmaraTerritorial,PARTIDOVERDE,TURQUIA,EstambulConsulado,1,20
639,2010,CmaraTerritorial,PARTIDOVERDE,URUGUAY,MontevideoConsulado,8,290
640,2010,CmaraTerritorial,PARTIDOVERDE,VENEZUELA,CaracasConsulado,846,28288
641,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,ALEMANIA,BerlinEmbajada,35,608
642,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,ARGENTINA,BuenosAiresConsulado,101,2859
643,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,AUSTRALIA,Brisbane,20,491
644,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,AUSTRIA,VienaConsulado,9,398
645,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,BELGICA,BruselasConsulado,40,1004
646,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,BRASIL,RiodeJaneiroConsulado,11,209
647,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,CANADA,MontrealConsulado,91,3397
648,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,CHILE,SantiagoConsulado,9,2163
649,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,CHINAREPUBLICAPOPULAR,BeijingEmbajada,2,145
650,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,COREADELSUR,SeulEmbajada,2,67
651,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,COSTARICA,SanJoseEmbajada,12,6350
652,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,CUBA,LaHabanaConsulado,13,230
653,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,DINAMARCA,Copenhague,1,10
654,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,ECUADOR,QuitoConsulado,30,4302
655,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,EGIPTO,ElCairoEmbajada,1,95
656,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,ELSALVADOR,SanSalvadorConsulado,6,351
657,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,ESPANA,BarcelonaConsulado,129,11766
658,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,ESTADOSUNIDOS,AtlantaCharlotte,216,1762
659,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,FILIPINAS,ManilaEmbajada,1,49
660,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,FRANCIA,ParisEmbajada,181,1145
661,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,HOLANDA,LaHayaConsulado,10,410
662,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,HONDURAS,TegucigalpaEmbajada,2,378
663,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,INDIA,NuevaDelhiEmbajada,1,67
664,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,INGLATERRA,LondresConsulado,80,7055
665,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,ITALIA,Milan,17,1715
666,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,MEXICO,MexicoConsulado,46,2522
667,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,NICARAGUA,ManaguaEmbajada,5,182
668,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,NORUEGA,OsloEmbajada,3,65
669,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,PAISESBAJOSARUBA,OranjestadConsulado,11,2517
670,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,PANAMA,PanamaConsulado,24,6832
671,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,PERU,LimaEmbajada,4,1120
672,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,PUERTORICO,Mayaguez,3,102
673,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,REPUBLICADOMINICANA,SantoDomingoEmbajada,5,1558
674,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,RUSIA,MoscuEmbajada,4,197
675,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,SUDAFRICA,PretoriaEmbajada,1,147
676,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,SUECIA,EstocolmoConsulado,14,507
677,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,SUIZA,BernaConsulado,25,1054
678,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,URUGUAY,MontevideoConsulado,5,290
679,2010,CmaraTerritorial,POLODEMOCRATICOALTERNATIVO,VENEZUELA,CaracasConsulado,307,28288
680,2010,CmaraTerritorial,VOTOSBLANCOS,ALEMANIA,BerlinEmbajada,12,608
681,2010,CmaraTerritorial,VOTOSBLANCOS,ARGENTINA,BuenosAiresConsulado,53,2859
682,2010,CmaraTerritorial,VOTOSBLANCOS,AUSTRALIA,Brisbane,38,491
683,2010,CmaraTerritorial,VOTOSBLANCOS,BELGICA,BruselasConsulado,4,1004
684,2010,CmaraTerritorial,VOTOSBLANCOS,BRASIL,RiodeJaneiroConsulado,5,209
685,2010,CmaraTerritorial,VOTOSBLANCOS,CANADA,MontrealConsulado,51,3397
686,2010,CmaraTerritorial,VOTOSBLANCOS,CHILE,SantiagoConsulado,12,2163
687,2010,CmaraTerritorial,VOTOSBLANCOS,CHINAREPUBLICAPOPULAR,BeijingEmbajada,8,145
688,2010,CmaraTerritorial,VOTOSBLANCOS,COSTARICA,SanJoseEmbajada,13,6350
689,2010,CmaraTerritorial,VOTOSBLANCOS,DINAMARCA,Copenhague,1,10
690,2010,CmaraTerritorial,VOTOSBLANCOS,ECUADOR,QuitoConsulado,70,4302
691,2010,CmaraTerritorial,VOTOSBLANCOS,EGIPTO,ElCairoEmbajada,3,95
692,2010,CmaraTerritorial,VOTOSBLANCOS,ESPANA,BarcelonaConsulado,122,11766
693,2010,CmaraTerritorial,VOTOSBLANCOS,ESTADOSUNIDOS,AtlantaConsulado,309,5907
694,2010,CmaraTerritorial,VOTOSBLANCOS,FILIPINAS,ManilaEmbajada,1,49
695,2010,CmaraTerritorial,VOTOSBLANCOS,FINLANDIA,Helsinki,1,13
696,2010,CmaraTerritorial,VOTOSBLANCOS,FRANCIA,ParisEmbajada,43,1145
697,2010,CmaraTerritorial,VOTOSBLANCOS,HOLANDA,LaHayaConsulado,2,410
698,2010,CmaraTerritorial,VOTOSBLANCOS,HONDURAS,TegucigalpaEmbajada,1,378
699,2010,CmaraTerritorial,VOTOSBLANCOS,INDIA,NuevaDelhiEmbajada,2,67
700,2010,CmaraTerritorial,VOTOSBLANCOS,INGLATERRA,LondresConsulado,33,7055
701,2010,CmaraTerritorial,VOTOSBLANCOS,ISRAEL,TelAvivRamalla,1,84
702,2010,CmaraTerritorial,VOTOSBLANCOS,ITALIA,Milan,10,1715
703,2010,CmaraTerritorial,VOTOSBLANCOS,MALASIA,KualalumpurConsulado,2,59
704,2010,CmaraTerritorial,VOTOSBLANCOS,MEXICO,MexicoConsulado,20,2522
705,2010,CmaraTerritorial,VOTOSBLANCOS,NICARAGUA,ManaguaEmbajada,1,182
706,2010,CmaraTerritorial,VOTOSBLANCOS,NORUEGA,OsloEmbajada,1,65
707,2010,CmaraTerritorial,VOTOSBLANCOS,PAISESBAJANTILLASHOLANDESAS,WillemstadCurazao,1,1148
708,2010,CmaraTerritorial,VOTOSBLANCOS,PAISESBAJOSARUBA,OranjestadConsulado,3,2517
709,2010,CmaraTerritorial,VOTOSBLANCOS,PANAMA,PanamaConsulado,34,6832
710,2010,CmaraTerritorial,VOTOSBLANCOS,PARAGUAY,AsuncionEmbajada,1,194
711,2010,CmaraTerritorial,VOTOSBLANCOS,PUERTORICO,Mayaguez,2,102
712,2010,CmaraTerritorial,VOTOSBLANCOS,REPUBLICADOMINICANA,SantoDomingoEmbajada,20,1558
713,2010,CmaraTerritorial,VOTOSBLANCOS,RUSIA,MoscuEmbajada,3,197
714,2010,CmaraTerritorial,VOTOSBLANCOS,SUDAFRICA,PretoriaEmbajada,2,147
715,2010,CmaraTerritorial,VOTOSBLANCOS,SUIZA,BernaConsulado,9,1054
716,2010,CmaraTerritorial,VOTOSBLANCOS,TURQUIA,EstambulConsulado,1,20
717,2010,CmaraTerritorial,VOTOSBLANCOS,URUGUAY,MontevideoConsulado,3,290
718,2010,CmaraTerritorial,VOTOSBLANCOS,VENEZUELA,CaracasConsulado,77,28288
719,2010,CmaraTerritorial,VOTOSNOMARCADOS,ALEMANIA,Frankfurt,1,1185
720,2010,CmaraTerritorial,VOTOSNOMARCADOS,ARGENTINA,BuenosAiresConsulado,9,2859
721,2010,CmaraTerritorial,VOTOSNOMARCADOS,AUSTRALIA,SydneyConsulado,4,1145
722,2010,CmaraTerritorial,VOTOSNOMARCADOS,BRASIL,SaoPauloConsulado,2,538
723,2010,CmaraTerritorial,VOTOSNOMARCADOS,CANADA,MontrealConsulado,24,3397
724,2010,CmaraTerritorial,VOTOSNOMARCADOS,CHILE,SantiagoConsulado,1,2163
725,2010,CmaraTerritorial,VOTOSNOMARCADOS,COREADELSUR,SeulEmbajada,1,67
726,2010,CmaraTerritorial,VOTOSNOMARCADOS,COSTARICA,SanJoseEmbajada,10,6350
727,2010,CmaraTerritorial,VOTOSNOMARCADOS,ECUADOR,QuitoConsulado,149,4302
728,2010,CmaraTerritorial,VOTOSNOMARCADOS,ESPANA,BarcelonaConsulado,119,11766
729,2010,CmaraTerritorial,VOTOSNOMARCADOS,ESTADOSUNIDOS,AtlantaConsulado,358,5907
730,2010,CmaraTerritorial,VOTOSNOMARCADOS,FRANCIA,ParisEmbajada,17,1145
731,2010,CmaraTerritorial,VOTOSNOMARCADOS,INGLATERRA,LondresConsulado,22,7055
732,2010,CmaraTerritorial,VOTOSNOMARCADOS,ITALIA,Milan,1,1715
733,2010,CmaraTerritorial,VOTOSNOMARCADOS,KENIA,NairobiEmbajada,1,45
734,2010,CmaraTerritorial,VOTOSNOMARCADOS,MEXICO,MexicoConsulado,6,2522
735,2010,CmaraTerritorial,VOTOSNOMARCADOS,PAISESBAJANTILLASHOLANDESAS,WillemstadCurazao,2,1148
736,2010,CmaraTerritorial,VOTOSNOMARCADOS,PAISESBAJOSARUBA,OranjestadConsulado,9,2517
737,2010,CmaraTerritorial,VOTOSNOMARCADOS,PANAMA,PanamaConsulado,24,6832
738,2010,CmaraTerritorial,VOTOSNOMARCADOS,PARAGUAY,AsuncionEmbajada,1,194
739,2010,CmaraTerritorial,VOTOSNOMARCADOS,REPUBLICADOMINICANA,SantoDomingoEmbajada,6,1558
740,2010,CmaraTerritorial,VOTOSNOMARCADOS,SUIZA,BernaConsulado,8,1054
741,2010,CmaraTerritorial,VOTOSNOMARCADOS,VENEZUELA,CaracasConsulado,443,28288
742,2010,CmaraTerritorial,VOTOSNULOS,ALEMANIA,BerlinEmbajada,25,608
743,2010,CmaraTerritorial,VOTOSNULOS,ARGENTINA,BuenosAiresConsulado,110,2859
744,2010,CmaraTerritorial,VOTOSNULOS,AUSTRALIA,Brisbane,48,491
745,2010,CmaraTerritorial,VOTOSNULOS,BELGICA,BruselasConsulado,34,1004
746,2010,CmaraTerritorial,VOTOSNULOS,BRASIL,RiodeJaneiroConsulado,3,209
747,2010,CmaraTerritorial,VOTOSNULOS,CANADA,MontrealConsulado,209,3397
748,2010,CmaraTerritorial,VOTOSNULOS,CHILE,SantiagoConsulado,37,2163
749,2010,CmaraTerritorial,VOTOSNULOS,CHINAREPUBLICAPOPULAR,BeijingEmbajada,9,145
750,2010,CmaraTerritorial,VOTOSNULOS,COREADELSUR,SeulEmbajada,1,67
751,2010,CmaraTerritorial,VOTOSNULOS,COSTARICA,SanJoseEmbajada,67,6350
752,2010,CmaraTerritorial,VOTOSNULOS,ECUADOR,QuitoConsulado,408,4302
753,2010,CmaraTerritorial,VOTOSNULOS,EGIPTO,ElCairoEmbajada,1,95
754,2010,CmaraTerritorial,VOTOSNULOS,ESPANA,BarcelonaConsulado,488,11766
755,2010,CmaraTerritorial,VOTOSNULOS,ESTADOSUNIDOS,AtlantaConsulado,1756,5907
756,2010,CmaraTerritorial,VOTOSNULOS,FILIPINAS,ManilaEmbajada,1,49
757,2010,CmaraTerritorial,VOTOSNULOS,FRANCIA,ParisEmbajada,107,1145
758,2010,CmaraTerritorial,VOTOSNULOS,HOLANDA,LaHayaConsulado,15,410
759,2010,CmaraTerritorial,VOTOSNULOS,HONDURAS,TegucigalpaEmbajada,10,378
760,2010,CmaraTerritorial,VOTOSNULOS,INDIA,NuevaDelhiEmbajada,2,67
761,2010,CmaraTerritorial,VOTOSNULOS,INGLATERRA,LondresConsulado,146,7055
762,2010,CmaraTerritorial,VOTOSNULOS,ISRAEL,TelAvivRamalla,3,84
763,2010,CmaraTerritorial,VOTOSNULOS,ITALIA,Milan,16,1715
764,2010,CmaraTerritorial,VOTOSNULOS,KENIA,NairobiEmbajada,1,45
765,2010,CmaraTerritorial,VOTOSNULOS,LIBANO,BeirutEmbajada,1,400
766,2010,CmaraTerritorial,VOTOSNULOS,MALASIA,KualalumpurConsulado,1,59
767,2010,CmaraTerritorial,VOTOSNULOS,MEXICO,MexicoConsulado,100,2522
768,2010,CmaraTerritorial,VOTOSNULOS,NICARAGUA,ManaguaEmbajada,8,182
769,2010,CmaraTerritorial,VOTOSNULOS,NORUEGA,OsloEmbajada,1,65
770,2010,CmaraTerritorial,VOTOSNULOS,PAISESBAJANTILLASHOLANDESAS,WillemstadCurazao,12,1148
771,2010,CmaraTerritorial,VOTOSNULOS,PAISESBAJOSARUBA,OranjestadConsulado,33,2517
772,2010,CmaraTerritorial,VOTOSNULOS,PANAMA,PanamaConsulado,76,6832
773,2010,CmaraTerritorial,VOTOSNULOS,PARAGUAY,AsuncionEmbajada,9,194
774,2010,CmaraTerritorial,VOTOSNULOS,PUERTORICO,Mayaguez,22,102
775,2010,CmaraTerritorial,VOTOSNULOS,REPUBLICADOMINICANA,SantoDomingoEmbajada,43,1558
776,2010,CmaraTerritorial,VOTOSNULOS,RUSIA,MoscuEmbajada,7,197
777,2010,CmaraTerritorial,VOTOSNULOS,SUECIA,EstocolmoConsulado,1,507
778,2010,CmaraTerritorial,VOTOSNULOS,SUIZA,BernaConsulado,36,1054
779,2010,CmaraTerritorial,VOTOSNULOS,URUGUAY,MontevideoConsulado,3,290
780,2010,CmaraTerritorial,VOTOSNULOS,VENEZUELA,CaracasConsulado,1922,28288
781,2014,CmaraIndgena,AIMAC,ELSALVADOR,SANSALVADORCONSULADO,1,430
782,2014,CmaraIndgena,AIMAC,ESTADOSUNIDOS,MIAMICONSULADO,1,24353
783,2014,CmaraIndgena,AIMAC,FRANCIA,SABPARISCONSULADO,1,78
784,2014,CmaraIndgena,AIMAC,GUATEMALA,GUATEMALACONSULADO,1,653
785,2014,CmaraIndgena,AIMAC,HOLANDA,SABAMSTERDAM,1,12
786,2014,CmaraIndgena,AIMAC,INGLATERRA,LUNLONDRESCONSULADO,1,102
787,2014,CmaraIndgena,AIMAC,PERU,LIMAEMBAJADA,1,2220
788,2014,CmaraIndgena,AIMAC,VENEZUELA,MIESANCRISTOBALCONSULADO,1,174
789,2014,CmaraIndgena,ASOCDEAUTORIDADESTRADYCABILDOSINDGENASDECOL,ARUBA,ORANJESTAD,1,2760
790,2014,CmaraIndgena,ASOCDEAUTORIDADESTRADYCABILDOSINDGENASDECOL,AUSTRALIA,SYDNEY,1,1451
791,2014,CmaraIndgena,ASOCDEAUTORIDADESTRADYCABILDOSINDGENASDECOL,BRASIL,MANAOSCONSULADO,1,141
792,2014,CmaraIndgena,ASOCDEAUTORIDADESTRADYCABILDOSINDGENASDECOL,CANADA,MONTREAL,2,5464
793,2014,CmaraIndgena,ASOCDEAUTORIDADESTRADYCABILDOSINDGENASDECOL,ELSALVADOR,MIESANSALVADORCONSULADO,1,6
794,2014,CmaraIndgena,ASOCDEAUTORIDADESTRADYCABILDOSINDGENASDECOL,ESPANA,BARCELONACONSULADO,4,12811
795,2014,CmaraIndgena,ASOCDEAUTORIDADESTRADYCABILDOSINDGENASDECOL,ESTADOSUNIDOS,BOSTONCONSULADO,8,5286
796,2014,CmaraIndgena,ASOCDEAUTORIDADESTRADYCABILDOSINDGENASDECOL,FRANCIA,PARISCONSULADO,2,3926
797,2014,CmaraIndgena,ASOCDEAUTORIDADESTRADYCABILDOSINDGENASDECOL,SUECIA,SABESTOCOLMOCONSULADO,1,12
798,2014,CmaraIndgena,ASOCDEAUTORIDADESTRADYCABILDOSINDGENASDECOL,VENEZUELA,MACHIQUESCONSULADO,4,6268
799,2014,CmaraIndgena,ASOCIACIONDEAUTORIDADESTRADICIONALESINDIGENASOPIC,ALEMANIA,MIEBERLIN,1,12
800,2014,CmaraIndgena,ASOCIACIONDEAUTORIDADESTRADICIONALESINDIGENASOPIC,AUSTRIA,VIENA,1,447
801,2014,CmaraIndgena,ASOCIACIONDEAUTORIDADESTRADICIONALESINDIGENASOPIC,ESPANA,MIEBARCELONACONSULADO,2,154
