anio,elec,partido,nomcandi,nomdepto,votos,censo
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,MAGDALENA,56694,210242
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,META,58767,165739
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,NARINO,166083,330115
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,NORTEDESANTANDER,87783,227884
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,PUTUMAYO,37949,107826
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,QUINDIO,53178,76812
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,RISARALDA,86872,110026
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,SANTANDER,206774,405174
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,SUCRE,43136,213560
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,TOLIMA,94808,316808
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,VALLEDELCAUCA,429690,300228
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,VAUPES,1629,12425
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,VICHADA,2160,25392
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,AMAZONAS,317,14423
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,ANTIOQUIA,75572,992439
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,ARAUCA,1902,48663
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,ARCHIPIELAGODESANANDRES,270,19695
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,ATLANTICO,17375,226690
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,BOGOTA,81257,35871
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,BOLIVAR,13055,307993
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,BOYACA,12276,505266
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,CALDAS,14182,228691
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,CAQUETA,3331,128047
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,CASANARE,2168,112088
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,CAUCA,11129,265829
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,CESAR,9823,235745
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,CHOCO,2575,99267
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,CONSULADOS,1059,96710
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,CORDOBA,13193,281242
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,CUNDINAMARCA,21356,763215
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,GUAINIA,135,18220
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,GUAVIARE,645,20522
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,HUILA,7822,256389
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,LAGUAJIRA,5639,132627
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,MAGDALENA,10807,210242
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,META,6110,165739
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,NARINO,14386,330115
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,NORTEDESANTANDER,12039,227884
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,PUTUMAYO,3042,107826
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,QUINDIO,6567,76812
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,RISARALDA,10793,110026
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,SANTANDER,19640,405174
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,SUCRE,8144,213560
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,TOLIMA,12255,316808
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,VALLEDELCAUCA,45175,300228
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,VAUPES,51,12425
2010,Presidencia2davuelta,VOTOSBLANCOS,VOTOSBLANCOS,VICHADA,184,25392
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,AMAZONAS,81,14423
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,ANTIOQUIA,5944,992439
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,ARAUCA,245,48663
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,ARCHIPIELAGODESANANDRES,20,19695
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,ATLANTICO,864,226690
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,BOGOTA,2279,35871
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,BOLIVAR,1183,307993
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,BOYACA,1707,505266
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,CALDAS,1751,228691
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,CAQUETA,383,128047
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,CASANARE,396,112088
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,CAUCA,1899,265829
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,CESAR,630,235745
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,CHOCO,491,99267
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,CONSULADOS,83,96710
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,CORDOBA,1690,281242
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,CUNDINAMARCA,1792,763215
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,GUAINIA,27,18220
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,GUAVIARE,93,20522
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,HUILA,898,256389
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,LAGUAJIRA,379,132627
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,MAGDALENA,809,210242
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,META,671,165739
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,NARINO,2305,330115
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,NORTEDESANTANDER,1234,227884
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,PUTUMAYO,487,107826
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,QUINDIO,699,76812
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,RISARALDA,1153,110026
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,SANTANDER,1840,405174
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,SUCRE,948,213560
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,TOLIMA,1864,316808
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,VALLEDELCAUCA,2837,300228
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,VAUPES,18,12425
2010,Presidencia2davuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,VICHADA,29,25392
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,AMAZONAS,154,14423
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,ANTIOQUIA,33718,992439
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,ARAUCA,781,48663
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,ARCHIPIELAGODESANANDRES,50,19695
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,ATLANTICO,2904,226690
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,BOGOTA,37304,35871
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,BOLIVAR,3234,307993
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,BOYACA,5782,505266
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,CALDAS,10159,228691
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,CAQUETA,818,128047
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,CASANARE,1002,112088
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,CAUCA,5978,265829
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,CESAR,3171,235745
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,CHOCO,1539,99267
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,CONSULADOS,285,96710
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,CORDOBA,4498,281242
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,CUNDINAMARCA,13564,763215
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,GUAINIA,61,18220
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,GUAVIARE,239,20522
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,HUILA,3454,256389
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,LAGUAJIRA,1748,132627
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,MAGDALENA,2960,210242
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,META,2986,165739
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,NARINO,6342,330115
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,NORTEDESANTANDER,5574,227884
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,PUTUMAYO,967,107826
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,QUINDIO,4248,76812
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,RISARALDA,6437,110026
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,SANTANDER,9145,405174
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,SUCRE,2739,213560
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,TOLIMA,6598,316808
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,VALLEDELCAUCA,19459,300228
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,VAUPES,42,12425
2010,Presidencia2davuelta,VOTOSNULOS,VOTOSNULOS,VICHADA,63,25392
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,AMAZONAS,4460,16232
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,ANTIOQUIA,665160,1028816
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,ARAUCA,25425,57387
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,ATLANTICO,77446,220206
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,BOGOTA,542459,38925
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,BOLIVAR,122506,335928
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,BOYACA,121291,511291
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,CALDAS,141059,221122
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,CAQUETA,47063,121232
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,CASANARE,70058,120637
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,CAUCA,54375,286786
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,CESAR,71291,255464
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,CHOCO,16686,115212
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,CONSULADOS,41370,148411
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,CORDOBA,114960,288523
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,CUNDINAMARCA,255598,825508
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,GUAINIA,1911,20777
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,GUAVIARE,6631,21201
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,HUILA,140904,284134
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,LAGUAJIRA,28509,156579
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,MAGDALENA,69965,210071
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,META,126996,189941
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,NARINO,74942,356277
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,NORTEDESANTANDER,118134,236935
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,PUTUMAYO,10870,120723
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,QUINDIO,56497,83055
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,RISARALDA,98280,116306
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,SANANDRES,2620,20532
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,SANTANDER,186420,407244
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,SUCRE,82374,219838
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,TOLIMA,169798,339971
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,VALLEDELCAUCA,216620,314619
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,VAUPES,833,14441
2014,Presidencia1eravuelta,CENTRODEMOCRTICOMANOFIRMECORAZNGRANDE,SCARIVNZULUAGA,VICHADA,5494,29829
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,AMAZONAS,826,16209
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,ANTIOQUIA,98144,1028816
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,ARAUCA,2441,57387
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,ATLANTICO,24319,220206
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,BOGOTA,392460,38925
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,BOLIVAR,19802,335928
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,BOYACA,31904,511291
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,CALDAS,24755,221122
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,CAQUETA,5080,121232
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,CASANARE,10299,120637
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,CAUCA,19341,286786
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,CESAR,10226,255464
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,CHOCO,3383,114930
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,CONSULADOS,14015,148611
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,CORDOBA,11448,288523
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,CUNDINAMARCA,56156,825508
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,GUAINIA,306,20618
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,GUAVIARE,771,21201
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,HUILA,19514,284134
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,LAGUAJIRA,6393,156579
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,MAGDALENA,8852,210071
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,META,17340,189941
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,NARINO,21898,356277
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,NORTEDESANTANDER,25227,236935
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,PUTUMAYO,3166,120723
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,QUINDIO,21549,83055
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,RISARALDA,30483,116306
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,SANANDRES,804,20532
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,SANTANDER,44251,407244
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,SUCRE,5771,219838
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,TOLIMA,27625,339971
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,VALLEDELCAUCA,105509,314619
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,VAUPES,312,14441
2014,Presidencia1eravuelta,PARTIDOALIANZAVERDE,ENRIQUEPEALOSA,VICHADA,388,29829
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,AMAZONAS,1443,16209
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,ANTIOQUIA,334312,1028816
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,ARAUCA,4907,57387
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,ATLANTICO,33181,220206
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,BOGOTA,366394,38925
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,BOLIVAR,25411,335928
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,BOYACA,83319,511291
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,CALDAS,54295,221122
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,CAQUETA,8143,121232
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,CASANARE,12432,120637
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,CAUCA,42497,286786
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,CESAR,18852,255464
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,CHOCO,8683,115212
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,CONSULADOS,5350,146383
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,CORDOBA,35407,288523
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,CUNDINAMARCA,186690,825508
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,GUAINIA,635,20644
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,GUAVIARE,1889,21201
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,HUILA,44028,284134
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,LAGUAJIRA,9821,156579
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,MAGDALENA,19042,210071
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,META,50807,189941
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,NARINO,43009,356277
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,NORTEDESANTANDER,75550,236935
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,PUTUMAYO,12002,120723
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,QUINDIO,31548,83055
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,RISARALDA,70539,116306
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,SANANDRES,579,20532
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,SANTANDER,121389,407244
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,SUCRE,11526,219838
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,TOLIMA,58769,339971
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,VALLEDELCAUCA,224405,314619
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,VAUPES,311,14441
2014,Presidencia1eravuelta,PARTIDOCONSERVADORCOLOMBIANO,MARTHALUCARAMREZ,VICHADA,815,29829
2014,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVOPDAUNINPATRITICAUP,CLARALPEZ,AMAZONAS,1811,16232
2014,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVOPDAUNINPATRITICAUP,CLARALPEZ,ANTIOQUIA,248628,1028816
2014,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVOPDAUNINPATRITICAUP,CLARALPEZ,ARAUCA,6651,57387
2014,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVOPDAUNINPATRITICAUP,CLARALPEZ,ATLANTICO,56869,220206
2014,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVOPDAUNINPATRITICAUP,CLARALPEZ,BOGOTA,500603,38925
2014,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVOPDAUNINPATRITICAUP,CLARALPEZ,BOLIVAR,47664,335928
2014,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVOPDAUNINPATRITICAUP,CLARALPEZ,BOYACA,84835,511291
2014,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVOPDAUNINPATRITICAUP,CLARALPEZ,CALDAS,44861,221122
2014,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVOPDAUNINPATRITICAUP,CLARALPEZ,CAQUETA,10896,121232
2014,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVOPDAUNINPATRITICAUP,CLARALPEZ,CASANARE,12313,120637
2014,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVOPDAUNINPATRITICAUP,CLARALPEZ,CAUCA,49328,286786
2014,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVOPDAUNINPATRITICAUP,CLARALPEZ,CESAR,28858,255464
2014,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVOPDAUNINPATRITICAUP,CLARALPEZ,CHOCO,5784,115212
2014,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVOPDAUNINPATRITICAUP,CLARALPEZ,CONSULADOS,10010,147836
2014,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVOPDAUNINPATRITICAUP,CLARALPEZ,CORDOBA,27751,288523
2014,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVOPDAUNINPATRITICAUP,CLARALPEZ,CUNDINAMARCA,116562,825508
2014,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVOPDAUNINPATRITICAUP,CLARALPEZ,GUAINIA,475,20127
2014,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVOPDAUNINPATRITICAUP,CLARALPEZ,GUAVIARE,963,21201
2014,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVOPDAUNINPATRITICAUP,CLARALPEZ,HUILA,52848,284134
2014,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVOPDAUNINPATRITICAUP,CLARALPEZ,LAGUAJIRA,13081,156579
