anio,elec,partido,nomcandi,nomdepto,votos,censo
2010,Presidencia1eravuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,CAUCA,124572,265829
2010,Presidencia1eravuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,CESAR,149855,235745
2010,Presidencia1eravuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,CHOCO,45413,99267
2010,Presidencia1eravuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,CONSULADOS,63014,96710
2010,Presidencia1eravuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,CORDOBA,217592,281242
2010,Presidencia1eravuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,CUNDINAMARCA,510936,763215
2010,Presidencia1eravuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,GUAINIA,3207,18220
2010,Presidencia1eravuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,GUAVIARE,10490,20522
2010,Presidencia1eravuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,HUILA,204609,256389
2010,Presidencia1eravuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,LAGUAJIRA,61395,132627
2010,Presidencia1eravuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,MAGDALENA,184844,210242
2010,Presidencia1eravuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,META,184182,165739
2010,Presidencia1eravuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,NARINO,135931,330115
2010,Presidencia1eravuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,NORTEDESANTANDER,246723,227884
2010,Presidencia1eravuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,PUTUMAYO,16891,107826
2010,Presidencia1eravuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,QUINDIO,103960,76812
2010,Presidencia1eravuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,RISARALDA,171715,110026
2010,Presidencia1eravuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,SANTANDER,335051,405174
2010,Presidencia1eravuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,SUCRE,146074,213560
2010,Presidencia1eravuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,TOLIMA,284543,316808
2010,Presidencia1eravuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,VALLEDELCAUCA,515799,300228
2010,Presidencia1eravuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,VAUPES,1902,12425
2010,Presidencia1eravuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,VICHADA,5952,25392
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,AMAZONAS,4113,14423
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,ANTIOQUIA,395390,992439
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,ARAUCA,9993,48663
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,ARCHIPIELAGODESANANDRES,3464,19695
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,ATLANTICO,76626,226690
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,BOGOTA,774215,35871
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,BOLIVAR,68805,307993
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,BOYACA,105893,505266
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,CALDAS,76215,228691
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,CAQUETA,15659,128047
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,CASANARE,15909,112088
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,CAUCA,98846,265829
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,CESAR,28289,235745
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,CHOCO,23607,99267
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,CONSULADOS,30753,96710
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,CORDOBA,49711,281242
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,CUNDINAMARCA,148181,763215
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,GUAINIA,1507,18134
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,GUAVIARE,4361,20522
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,HUILA,56459,256389
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,LAGUAJIRA,29826,132627
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,MAGDALENA,37398,210242
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,META,53079,165739
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,NARINO,119773,330115
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,NORTEDESANTANDER,88506,227884
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,PUTUMAYO,20898,107826
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,QUINDIO,48108,76812
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,RISARALDA,79622,110026
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,SANTANDER,182747,405174
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,SUCRE,23247,213560
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,TOLIMA,80113,316808
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,VALLEDELCAUCA,379646,300228
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,VAUPES,1224,12425
2010,Presidencia1eravuelta,PARTIDOVERDE,ANTANASMOCKUS,VICHADA,2039,25392
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,AMAZONAS,1344,14064
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,ANTIOQUIA,71477,992439
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,ARAUCA,4306,48663
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,ARCHIPIELAGODESANANDRES,564,19695
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,ATLANTICO,118381,226690
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,BOGOTA,241381,35871
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,BOLIVAR,82138,307993
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,BOYACA,23131,505266
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,CALDAS,15710,228691
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,CAQUETA,6621,128047
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,CASANARE,3342,112088
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,CAUCA,38672,265829
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,CESAR,53002,235745
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,CHOCO,2655,99267
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,CONSULADOS,3040,95195
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,CORDOBA,76269,281242
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,CUNDINAMARCA,51611,763215
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,GUAINIA,289,16884
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,GUAVIARE,797,20522
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,HUILA,19471,256389
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,LAGUAJIRA,24397,132627
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,MAGDALENA,61426,210242
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,META,13037,165739
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,NARINO,73091,330115
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,NORTEDESANTANDER,23131,227884
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,PUTUMAYO,19371,107826
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,QUINDIO,10677,76812
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,RISARALDA,14827,110026
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,SANTANDER,52120,405174
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,SUCRE,66253,213560
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,TOLIMA,26142,316808
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,VALLEDELCAUCA,132076,300228
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,VAUPES,258,12079
2010,Presidencia1eravuelta,POLODEMOCRTICOALTERNATIVO,GUSTAVOPETRO,VICHADA,260,25392
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,AMAZONAS,221,14423
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,ANTIOQUIA,43630,992439
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,ARAUCA,1257,48663
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,ARCHIPIELAGODESANANDRES,197,19695
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,ATLANTICO,4762,226690
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,BOGOTA,34214,35871
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,BOLIVAR,5204,307993
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,BOYACA,6113,505266
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,CALDAS,7665,228691
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,CAQUETA,2325,128047
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,CASANARE,1535,112088
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,CAUCA,7250,265829
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,CESAR,3069,235745
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,CHOCO,1749,99267
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,CONSULADOS,653,96710
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,CORDOBA,4392,281242
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,CUNDINAMARCA,12019,763215
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,GUAINIA,104,18220
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,GUAVIARE,359,20522
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,HUILA,4981,256389
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,LAGUAJIRA,1445,132627
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,MAGDALENA,3155,210242
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,META,3639,165739
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,NARINO,7333,330115
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,NORTEDESANTANDER,5626,227884
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,PUTUMAYO,1326,107826
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,QUINDIO,4241,76812
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,RISARALDA,7117,110026
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,SANTANDER,10465,405174
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,SUCRE,1963,213560
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,TOLIMA,7744,316808
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,VALLEDELCAUCA,28080,300228
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,VAUPES,42,12425
2010,Presidencia1eravuelta,VOTOSENBLANCO,VOTOSENBLANCO,VICHADA,102,25392
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,AMAZONAS,70,14423
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,ANTIOQUIA,6204,992439
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,ARAUCA,255,48663
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,ARCHIPIELAGODESANANDRES,39,19695
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,ATLANTICO,602,226690
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,BOGOTA,2188,35871
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,BOLIVAR,980,307993
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,BOYACA,1752,505266
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,CALDAS,1981,228691
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,CAQUETA,414,128047
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,CASANARE,421,112088
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,CAUCA,2371,265829
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,CESAR,589,235745
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,CHOCO,642,99267
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,CONSULADOS,110,96710
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,CORDOBA,1441,281242
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,CUNDINAMARCA,1812,763215
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,GUAINIA,28,18220
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,GUAVIARE,74,20522
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,HUILA,1059,256389
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,LAGUAJIRA,283,132627
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,MAGDALENA,513,210242
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,META,623,165739
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,NARINO,1870,330115
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,NORTEDESANTANDER,1265,227884
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,PUTUMAYO,362,107826
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,QUINDIO,694,76812
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,RISARALDA,1305,110026
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,SANTANDER,1882,405174
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,SUCRE,714,213560
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,TOLIMA,1824,316808
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,VALLEDELCAUCA,3157,300228
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,VAUPES,9,12425
2010,Presidencia1eravuelta,VOTOSNOMARCADOS,VOTOSNOMARCADOS,VICHADA,20,25392
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,AMAZONAS,170,14423
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,ANTIOQUIA,28182,992439
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,ARAUCA,777,48663
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,ARCHIPIELAGODESANANDRES,74,19695
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,ATLANTICO,3918,226690
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,BOGOTA,24398,35871
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,BOLIVAR,4271,307993
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,BOYACA,5327,505266
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,CALDAS,9289,228691
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,CAQUETA,707,128047
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,CASANARE,1063,112088
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,CAUCA,6430,265829
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,CESAR,2293,235745
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,CHOCO,1796,99267
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,CONSULADOS,407,96710
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,CORDOBA,3991,281242
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,CUNDINAMARCA,11445,763215
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,GUAINIA,69,18220
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,GUAVIARE,253,20522
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,HUILA,3114,256389
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,LAGUAJIRA,1254,132627
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,MAGDALENA,2616,210242
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,META,2839,165739
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,NARINO,5035,330115
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,NORTEDESANTANDER,5204,227884
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,PUTUMAYO,781,107826
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,QUINDIO,4174,76812
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,RISARALDA,6415,110026
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,SANTANDER,8050,405174
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,SUCRE,2218,213560
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,TOLIMA,6039,316808
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,VALLEDELCAUCA,18181,300228
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,VAUPES,34,12425
2010,Presidencia1eravuelta,VOTOSNULOS,VOTOSNULOS,VICHADA,60,25392
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,AMAZONAS,8028,14423
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,ANTIOQUIA,1227089,992439
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,ARAUCA,39845,48663
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,ARCHIPIELAGODESANANDRES,7665,19695
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,ATLANTICO,288274,226690
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,BOGOTA,1448930,35871
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,BOLIVAR,348019,307993
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,BOYACA,317171,505266
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,CALDAS,257540,228691
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,CAQUETA,63481,128047
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,CASANARE,103769,112088
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,CAUCA,170766,265829
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,CESAR,188529,235745
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,CHOCO,60288,99267
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,CONSULADOS,69357,96710
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,CORDOBA,311861,281242
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,CUNDINAMARCA,614875,763215
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,GUAINIA,4237,18220
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,GUAVIARE,12580,20522
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,HUILA,252367,256389
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,LAGUAJIRA,87977,132627
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,MAGDALENA,226377,210242
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,META,209012,165739
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,NARINO,223643,330115
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,NORTEDESANTANDER,321782,227884
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,PUTUMAYO,27865,107826
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,QUINDIO,141311,76812
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,RISARALDA,236128,110026
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,SANTANDER,445596,405174
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,SUCRE,185319,213560
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,TOLIMA,352613,316808
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,VALLEDELCAUCA,766733,300228
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,VAUPES,2925,12425
2010,Presidencia2davuelta,PARTIDOSOCIALDEUNIDADNACIONAL,JUANMANUELSANTOS,VICHADA,6991,25392
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,AMAZONAS,5990,14423
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,ANTIOQUIA,416384,992439
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,ARAUCA,11007,48663
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,ARCHIPIELAGODESANANDRES,2938,19695
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,ATLANTICO,114930,226690
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,BOGOTA,824923,35871
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,BOLIVAR,90630,307993
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,BOYACA,119085,505266
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,CALDAS,89378,228691
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,CAQUETA,17728,128047
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,CASANARE,16749,112088
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,CAUCA,114544,265829
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,CESAR,41214,235745
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,CHOCO,22669,99267
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,CONSULADOS,23086,96710
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,CORDOBA,79844,281242
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,CUNDINAMARCA,166271,763215
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,GUAINIA,1972,18134
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,GUAVIARE,4295,20522
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,HUILA,65673,256389
2010,Presidencia2davuelta,PARTIDOVERDE,ANTANASMOKCUS,LAGUAJIRA,33142,132627
